BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
4127;01APR2017:00:00:00;B;13APR2018:00:00:00;120
4128;25DEC2008:00:00:00;B;31DEC9999:00:00:00;240
4201;12OCT1997:00:00:00;B;31DEC9999:00:00:00;100
4202;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4203;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100
4204;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4205;12OCT1997:00:00:00;B;31DEC9999:00:00:00;20
4206;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
4207;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4208;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4209;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
4210;01JAN1996:00:00:00;B;04SEP2014:00:00:00;200
4211;01JAN1996:00:00:00;B;04SEP2014:00:00:00;150
4212;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4213;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4214;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4215;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250
4216;01JAN1996:00:00:00;B;31DEC9999:00:00:00;500
4217;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250
4218;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4219;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4220;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250
4221;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4222;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4223;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
4224;05AUG1997:00:00:00;B;01FEB2019:00:00:00;200
4225;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40
4226;12AUG1997:00:00:00;B;01FEB2019:00:00:00;100
4227;01JAN1996:00:00:00;B;01FEB2019:00:00:00;150
4228;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40
4229;01JAN1996:00:00:00;B;01FEB2019:00:00:00;70
4230;01JAN1996:00:00:00;B;30JAN2012:00:00:00;150
4230;31JAN2012:00:00:00;B;01FEB2019:00:00:00;130
4232;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40
4233;01JAN1996:00:00:00;B;01FEB2019:00:00:00;70
4234;13AUG1997:00:00:00;B;01FEB2019:00:00:00;150
4235;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200
4236;01JAN1996:00:00:00;B;13JUL2017:00:00:00;250
4237;01JAN1996:00:00:00;B;13JUL2017:00:00:00;350
4238;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200
4239;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200
4240;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4241;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70
4241;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50
4241;11FEB2011:00:00:00;B;31DEC9999:00:00:00;40
4242;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4243;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4244;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4245;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4246;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4247;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4248;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4250;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4251;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4252;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4253;05AUG1997:00:00:00;B;31DEC9999:00:00:00;200
4254;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4255;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4256;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
4257;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250
4258;01DEC1998:00:00:00;B;31DEC9999:00:00:00;1200
4259;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4260;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4261;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4262;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4263;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4264;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4265;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4266;05AUG1997:00:00:00;B;31DEC9999:00:00:00;20
4267;05OCT1997:00:00:00;B;31DEC9999:00:00:00;70
4268;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
4270;12OCT1997:00:00:00;B;01FEB2019:00:00:00;600
4271;12OCT1997:00:00:00;B;31DEC9999:00:00:00;1200
4272;12OCT1997:00:00:00;B;31DEC9999:00:00:00;150
4273;27SEP2010:00:00:00;B;03SEP2014:00:00:00;50
4273;04SEP2014:00:00:00;B;03APR2016:00:00:00;50
4273;04APR2016:00:00:00;B;08AUG2017:00:00:00;50
4301;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4302;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4303;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4304;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4305;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4306;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180
4307;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4308;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4309;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4310;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180
4311;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4312;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4313;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4314;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4315;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4316;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180
4317;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30
4318;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4319;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75
4321;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4322;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4323;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4324;01JAN1996:00:00:00;B;08MAY2019:00:00:00;80
4325;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90
4326;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4327;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4328;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4329;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90
4330;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4331;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4332;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4333;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90
4334;01JAN1996:00:00:00;B;08MAY2019:00:00:00;120
4335;01JAN1996:00:00:00;B;09MAY2019:00:00:00;180
4336;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4337;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4338;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90
4339;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
4340;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4341;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90
4342;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4343;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4344;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90
4345;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4347;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4348;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120
4349;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4350;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120
4351;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4352;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120
4353;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4354;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4355;01JAN1996:00:00:00;B;08MAY2019:00:00:00;50
4356;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120
4357;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180
4358;01JAN1996:00:00:00;B;08MAY2019:00:00:00;40
4359;01JAN1996:00:00:00;B;08MAY2019:00:00:00;120
4360;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4361;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4362;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4504;13JUL2017:00:00:00;B;31DEC9999:00:00:00;150
4710;11NOV2007:00:00:00;B;10FEB2011:00:00:00;135
4710;11FEB2011:00:00:00;B;12APR2014:00:00:00;115
4710;13APR2014:00:00:00;B;31MAR2017:00:00:00;112
4710;01APR2017:00:00:00;B;01FEB2019:00:00:00;100
4711;11NOV2007:00:00:00;B;10FEB2011:00:00:00;205
4711;11FEB2011:00:00:00;B;31MAR2017:00:00:00;175
4711;01APR2017:00:00:00;B;13APR2018:00:00:00;170
4712;11NOV2007:00:00:00;B;10FEB2011:00:00:00;135
4712;11FEB2011:00:00:00;B;12APR2014:00:00:00;115
4712;13APR2014:00:00:00;B;31MAR2017:00:00:00;107
4712;01APR2017:00:00:00;B;31JAN2019:00:00:00;100
4713;12OCT1997:00:00:00;B;10FEB2011:00:00:00;140
4713;11FEB2011:00:00:00;B;12APR2014:00:00:00;120
4713;13APR2014:00:00:00;B;31MAR2017:00:00:00;110
4713;01APR2017:00:00:00;B;01FEB2019:00:00:00;100
4714;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
4714;11FEB2011:00:00:00;B;12APR2014:00:00:00;60
4714;13APR2014:00:00:00;B;31MAR2017:00:00:00;55
4714;01APR2017:00:00:00;B;31JAN2019:00:00:00;50
4715;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
4715;11FEB2011:00:00:00;B;12APR2014:00:00:00;55
4715;13APR2014:00:00:00;B;31MAR2017:00:00:00;52
4715;01APR2017:00:00:00;B;31JAN2019:00:00:00;50
4716;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40
4717;12OCT1997:00:00:00;B;31DEC9999:00:00:00;20
4718;04SEP2014:00:00:00;B;31DEC9999:00:00:00;40
5201;12JUL1999:00:00:00;B;03NOV2011:00:00:00;70
5201;04NOV2011:00:00:00;B;30JAN2012:00:00:00;70
5201;31JAN2012:00:00:00;B;13APR2018:00:00:00;65
5202;12JUL1999:00:00:00;B;03NOV2011:00:00:00;140
5202;04NOV2011:00:00:00;B;28JUN2018:00:00:00;140
5203;12JUL1999:00:00:00;B;03NOV2011:00:00:00;120
5203;04NOV2011:00:00:00;B;28JUN2018:00:00:00;120
5204;12JUL1999:00:00:00;B;03NOV2011:00:00:00;220
5204;04NOV2011:00:00:00;B;28JUN2018:00:00:00;220
5205;26FEB2000:00:00:00;B;03NOV2011:00:00:00;90
5205;04NOV2011:00:00:00;B;28JUN2018:00:00:00;90
5207;12JUL1999:00:00:00;B;31DEC9999:00:00:00;180
5209;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100
5210;12JUL1999:00:00:00;B;10FEB2011:00:00:00;200
5210;11FEB2011:00:00:00;B;30JAN2012:00:00:00;180
5210;31JAN2012:00:00:00;B;31DEC9999:00:00:00;150
5213;12JUL1999:00:00:00;B;03NOV2011:00:00:00;100
5213;04NOV2011:00:00:00;B;28JUN2018:00:00:00;100
5214;12JUL1999:00:00:00;B;31DEC9999:00:00:00;110
5215;12JUL1999:00:00:00;B;31DEC9999:00:00:00;120
5216;01DEC1998:00:00:00;B;31DEC9999:00:00:00;150
5218;12JUL1999:00:00:00;B;31DEC9999:00:00:00;150
5219;29APR2007:00:00:00;B;30JAN2012:00:00:00;85
5219;31JAN2012:00:00:00;B;31DEC9999:00:00:00;80
5221;29APR2007:00:00:00;B;31DEC9999:00:00:00;120
5222;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120
5223;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100
5224;01DEC1998:00:00:00;B;31MAR2019:00:00:00;200
5225;12JUL1999:00:00:00;B;10FEB2011:00:00:00;180
5225;11FEB2011:00:00:00;B;30JAN2012:00:00:00;160
5225;31JAN2012:00:00:00;B;31DEC9999:00:00:00;150
5226;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100
5229;12JUL1999:00:00:00;B;20SEP2019:00:00:00;10
5230;12JUL1999:00:00:00;B;31DEC9999:00:00:00;200
5231;12JUL1999:00:00:00;B;31DEC9999:00:00:00;200
5233;01MAR2002:00:00:00;B;31DEC9999:00:00:00;20
5234;01MAR2002:00:00:00;B;18JAN2010:00:00:00;60
5234;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50
5234;11FEB2011:00:00:00;B;31DEC9999:00:00:00;45
5235;26FEB2000:00:00:00;B;18JAN2010:00:00:00;100
5235;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90
5249;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40
5253;12OCT1997:00:00:00;B;28JUN2018:00:00:00;40
5254;12OCT1997:00:00:00;B;04NOV2011:00:00:00;30
5255;12OCT1997:00:00:00;B;04NOV2011:00:00:00;90
5256;12OCT1997:00:00:00;B;04NOV2011:00:00:00;60
5257;12OCT1997:00:00:00;B;03NOV2011:00:00:00;100
5257;04NOV2011:00:00:00;B;29JUN2018:00:00:00;85
5258;15MAR2011:00:00:00;B;31DEC9999:00:00:00;140
5259;04SEP2014:00:00:00;B;03APR2016:00:00:00;180
5259;04APR2016:00:00:00;B;08AUG2017:00:00:00;180
5260;04SEP2014:00:00:00;B;03APR2016:00:00:00;180
5260;04APR2016:00:00:00;B;08AUG2017:00:00:00;180
5261;10MAR2014:00:00:00;B;03SEP2014:00:00:00;250
5261;04SEP2014:00:00:00;B;03APR2016:00:00:00;250
5261;04APR2016:00:00:00;B;08AUG2017:00:00:00;250
5262;04SEP2014:00:00:00;B;31DEC9999:00:00:00;100
5263;04APR2016:00:00:00;B;08AUG2017:00:00:00;180
5264;04APR2016:00:00:00;B;08AUG2017:00:00:00;180
5265;04APR2016:00:00:00;B;08AUG2017:00:00:00;320
5278;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50
5279;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
5280;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50
5284;12OCT1997:00:00:00;B;31DEC9999:00:00:00;150
5290;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50
5291;26FEB2000:00:00:00;B;14MAR2011:00:00:00;60
5291;15MAR2011:00:00:00;B;28JUN2018:00:00:00;60
5292;12OCT1997:00:00:00;B;20SEP2019:00:00:00;60
5293;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
5294;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
6301;01JAN1996:00:00:00;B;31DEC9999:00:00:00;68
6307;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75
6312;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75
6319;01JAN1996:00:00:00;B;31DEC9999:00:00:00;113
6321;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68
6324;01JAN1996:00:00:00;B;09MAY2019:00:00:00;60
6328;01JAN1996:00:00:00;B;08MAY2019:00:00:00;68
6332;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68
6340;01JAN1996:00:00:00;B;08MAY2019:00:00:00;68
6344;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68
6347;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
6349;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
6351;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
6355;01JAN1996:00:00:00;B;09MAY2019:00:00:00;75
6358;01JAN1996:00:00:00;B;09MAY2019:00:00:00;60
6360;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
6361;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
7301;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7301;19JAN2010:00:00:00;B;19APR2016:00:00:00;100
7301;20APR2016:00:00:00;B;31MAR2017:00:00:00;98
7301;01APR2017:00:00:00;B;13APR2018:00:00:00;90
7302;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7302;19JAN2010:00:00:00;B;31DEC9999:00:00:00;100
7305;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7305;19JAN2010:00:00:00;B;19APR2016:00:00:00;100
7305;20APR2016:00:00:00;B;31MAR2017:00:00:00;97
7305;01APR2017:00:00:00;B;13APR2018:00:00:00;90
7307;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7307;19JAN2010:00:00:00;B;10FEB2011:00:00:00;100
7307;11FEB2011:00:00:00;B;30JAN2012:00:00:00;90
7307;31JAN2012:00:00:00;B;13APR2018:00:00:00;80
7308;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110
7308;19JAN2010:00:00:00;B;10FEB2011:00:00:00;90
7308;11FEB2011:00:00:00;B;17JUN2011:00:00:00;75
7308;18JUN2011:00:00:00;B;31DEC9999:00:00:00;75
7309;28JAN2004:00:00:00;B;07FEB2009:00:00:00;110
7309;08FEB2009:00:00:00;B;18JAN2010:00:00:00;100
7309;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90
7310;11NOV2007:00:00:00;B;07FEB2009:00:00:00;80
7310;08FEB2009:00:00:00;B;30JAN2012:00:00:00;75
7310;31JAN2012:00:00:00;B;31MAR2019:00:00:00;70
7311;28JAN2004:00:00:00;B;13JUL2017:00:00:00;70
7317;30DEC2004:00:00:00;B;26NOV2009:00:00:00;90
7317;27NOV2009:00:00:00;B;18JAN2010:00:00:00;90
7317;19JAN2010:00:00:00;B;31DEC9999:00:00:00;75
7318;04JUL2006:00:00:00;B;18JAN2010:00:00:00;60
7318;19JAN2010:00:00:00;B;10FEB2011:00:00:00;55
7318;11FEB2011:00:00:00;B;16APR2013:00:00:00;50
7318;17APR2013:00:00:00;B;12APR2014:00:00:00;45
7318;13APR2014:00:00:00;B;31MAR2017:00:00:00;41
7318;01APR2017:00:00:00;B;31MAR2019:00:00:00;40
7320;04JUL2006:00:00:00;B;18JAN2010:00:00:00;120
7320;19JAN2010:00:00:00;B;16APR2013:00:00:00;95
7320;17APR2013:00:00:00;B;31MAR2017:00:00:00;70
7320;01APR2017:00:00:00;B;13APR2018:00:00:00;65
7321;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7321;11FEB2011:00:00:00;B;31DEC9999:00:00:00;55
7323;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7323;11FEB2011:00:00:00;B;13APR2018:00:00:00;60
7325;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7325;11FEB2011:00:00:00;B;13APR2018:00:00:00;60
7327;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7327;11FEB2011:00:00:00;B;31MAR2017:00:00:00;55
7327;01APR2017:00:00:00;B;31MAR2019:00:00:00;50
7335;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
7335;11FEB2011:00:00:00;B;31MAR2017:00:00:00;65
7335;01APR2017:00:00:00;B;13APR2018:00:00:00;65
7401;11NOV2007:00:00:00;B;10FEB2011:00:00:00;30
7401;11FEB2011:00:00:00;B;31DEC9999:00:00:00;25
7402;11NOV2007:00:00:00;B;07FEB2009:00:00:00;45
7402;08FEB2009:00:00:00;B;26NOV2009:00:00:00;40
7402;27NOV2009:00:00:00;B;30JAN2012:00:00:00;40
7402;31JAN2012:00:00:00;B;31MAR2019:00:00:00;30
7414;28JAN2004:00:00:00;B;07FEB2009:00:00:00;120
7414;08FEB2009:00:00:00;B;18JAN2010:00:00:00;110
7414;19JAN2010:00:00:00;B;12APR2014:00:00:00;90
7414;13APR2014:00:00:00;B;19APR2016:00:00:00;85
7414;20APR2016:00:00:00;B;31DEC9999:00:00:00;80
7415;28JAN2004:00:00:00;B;18JAN2010:00:00:00;120
7415;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90
7420;28JAN2004:00:00:00;B;07FEB2009:00:00:00;110
7420;08FEB2009:00:00:00;B;13APR2018:00:00:00;100
7422;28JAN2004:00:00:00;B;31DEC9999:00:00:00;70
7423;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100
7423;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90
7890;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120
8000;30APR2007:00:00:00;B;12JUL2017:00:00:00;180
8000;13JUL2017:00:00:00;B;31DEC9999:00:00:00;180
9001;14MAR2001:00:00:00;B;07FEB2009:00:00:00;20
9001;08FEB2009:00:00:00;B;12APR2014:00:00:00;25
9001;13APR2014:00:00:00;B;31DEC9999:00:00:00;26
9004;14MAR2001:00:00:00;B;07FEB2009:00:00:00;20
9004;08FEB2009:00:00:00;B;12APR2014:00:00:00;25
9004;13APR2014:00:00:00;B;31DEC9999:00:00:00;26
9005;08FEB2009:00:00:00;B;18JAN2010:00:00:00;3
9005;19JAN2010:00:00:00;B;10FEB2011:00:00:00;7
9005;11FEB2011:00:00:00;B;30JAN2012:00:00:00;12
9005;31JAN2012:00:00:00;B;16APR2013:00:00:00;13
9005;17APR2013:00:00:00;B;09JUL2013:00:00:00;14
9005;10JUL2013:00:00:00;B;12APR2014:00:00:00;14
9005;13APR2014:00:00:00;B;19APR2016:00:00:00;15
9005;20APR2016:00:00:00;B;31MAR2019:00:00:00;16
9105;11NOV2007:00:00:00;B;13APR2018:00:00:00;5
9106;03AUG2002:00:00:00;B;31MAR2017:00:00:00;5
9106;01APR2017:00:00:00;B;13APR2018:00:00:00;8
9107;03AUG2002:00:00:00;B;10FEB2011:00:00:00;5
9107;11FEB2011:00:00:00;B;12APR2014:00:00:00;7
9107;13APR2014:00:00:00;B;31DEC9999:00:00:00;8
9905;10AUG1997:00:00:00;B;18JAN2010:00:00:00;5
9905;19JAN2010:00:00:00;B;31DEC9999:00:00:00;5
9910;10AUG1997:00:00:00;B;18JAN2010:00:00:00;10
9910;19JAN2010:00:00:00;B;31DEC9999:00:00:00;10
9914;01APR2017:00:00:00;B;31DEC9999:00:00:00;14
9915;10AUG1997:00:00:00;B;18JAN2010:00:00:00;15
9915;19JAN2010:00:00:00;B;31DEC9999:00:00:00;15
9916;19JAN2010:00:00:00;B;31DEC9999:00:00:00;1
9917;19JAN2010:00:00:00;B;31DEC9999:00:00:00;2
9918;19JAN2010:00:00:00;B;31DEC9999:00:00:00;3
9919;19JAN2010:00:00:00;B;31DEC9999:00:00:00;4
9920;19JAN2010:00:00:00;B;31DEC9999:00:00:00;6
9921;19JAN2010:00:00:00;B;31DEC9999:00:00:00;7
9922;19JAN2010:00:00:00;B;31DEC9999:00:00:00;8
9923;19JAN2010:00:00:00;B;31DEC9999:00:00:00;9
9924;19JAN2010:00:00:00;B;31DEC9999:00:00:00;11
9925;19JAN2010:00:00:00;B;31DEC9999:00:00:00;12
9926;19JAN2010:00:00:00;B;31DEC9999:00:00:00;13
1829;25DEC2008:00:00:00;B;31DEC9999:00:00:00;60
1830;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40
1831;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40
2000;11NOV2007:00:00:00;B;18JAN2010:00:00:00;30
2000;19JAN2010:00:00:00;B;10FEB2011:00:00:00;25
2000;11FEB2011:00:00:00;B;30JAN2012:00:00:00;20
2000;31JAN2012:00:00:00;B;12APR2014:00:00:00;15
2000;13APR2014:00:00:00;B;13JUL2017:00:00:00;14
2001;11DEC2005:00:00:00;B;26NOV2009:00:00:00;30
2001;27NOV2009:00:00:00;B;18JAN2010:00:00:00;30
2001;19JAN2010:00:00:00;B;10FEB2011:00:00:00;25
2001;11FEB2011:00:00:00;B;31MAR2017:00:00:00;20
2001;01APR2017:00:00:00;B;31DEC9999:00:00:00;18
2002;13JUL2017:00:00:00;B;31JAN2019:00:00:00;17
2003;25DEC2008:00:00:00;B;31DEC9999:00:00:00;30
2004;11DEC2005:00:00:00;B;18SEP2019:00:00:00;4
2005;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10
2005;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
2005;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
2005;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
2006;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10
2006;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
2006;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
2006;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
2007;11DEC2005:00:00:00;B;18SEP2019:00:00:00;4
2008;30APR2007:00:00:00;B;31DEC9999:00:00:00;30
2009;11DEC2005:00:00:00;B;31DEC9999:00:00:00;40
2010;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30
2011;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30
2012;11DEC2005:00:00:00;B;13APR2018:00:00:00;15
2013;11DEC2005:00:00:00;B;31DEC9999:00:00:00;65
2108;12JUL1999:00:00:00;B;16APR2013:00:00:00;10
2108;17APR2013:00:00:00;B;31DEC9999:00:00:00;7
2109;30APR2007:00:00:00;B;31DEC9999:00:00:00;70
2258;28JAN2004:00:00:00;B;18JAN2010:00:00:00;10
2258;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
2258;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
2258;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
3246;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3247;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3248;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3249;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180
3252;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3253;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135
3254;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135
3255;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135
3307;11DEC2005:00:00:00;B;04NOV2011:00:00:00;90
3308;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3309;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3310;11DEC2005:00:00:00;B;31DEC9999:00:00:00;45
3311;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3313;11DEC2005:00:00:00;B;31DEC9999:00:00:00;45
3318;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3337;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180
3706;12OCT1997:00:00:00;B;04SEP2014:00:00:00;30
3707;12OCT1997:00:00:00;B;04SEP2014:00:00:00;105
3708;12OCT1997:00:00:00;B;04SEP2014:00:00:00;105
3713;01JAN1996:00:00:00;B;10FEB2011:00:00:00;180
3713;11FEB2011:00:00:00;B;12APR2014:00:00:00;135
3713;13APR2014:00:00:00;B;13APR2018:00:00:00;127
3714;01JAN1996:00:00:00;B;01FEB2019:00:00:00;105
3729;01JAN1996:00:00:00;B;31DEC9999:00:00:00;45
3730;01JAN1996:00:00:00;B;10FEB2011:00:00:00;105
3730;11FEB2011:00:00:00;B;31DEC9999:00:00:00;90
3731;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
