UCD_UCD_COD;ETB_TOP_DTE;UCD_LIS_TOP;IDE_ETA_TYP;ETB_TOP_DTF;UCD_DOC_DTE;UCD_DOC_LIB
0000009347863;28JUL2010:00:00:00;2;1;;27JUL2010:00:00:00;JO
0000009347863;28JUL2010:00:00:00;2;2;;27JUL2010:00:00:00;JO
0000009347952;19MAY2010:00:00:00;2;1;;18MAY2010:00:00:00;JO
0000009347952;19MAY2010:00:00:00;2;2;;18MAY2010:00:00:00;JO
0000009347969;19MAY2010:00:00:00;2;1;;18MAY2010:00:00:00;JO
0000009347969;19MAY2010:00:00:00;2;2;;18MAY2010:00:00:00;JO
0000009347975;19MAY2010:00:00:00;2;1;;18MAY2010:00:00:00;JO
0000009347975;19MAY2010:00:00:00;2;2;;18MAY2010:00:00:00;JO
0000009347981;19MAY2010:00:00:00;2;1;;18MAY2010:00:00:00;JO
0000009347981;19MAY2010:00:00:00;2;2;;18MAY2010:00:00:00;JO
0000009347998;04AUG2010:00:00:00;2;1;;03AUG2010:00:00:00;JO
0000009347998;04AUG2010:00:00:00;2;2;;03AUG2010:00:00:00;JO
0000009348006;04AUG2010:00:00:00;2;1;;03AUG2010:00:00:00;JO
0000009348006;04AUG2010:00:00:00;2;2;;03AUG2010:00:00:00;JO
0000009348093;04AUG2010:00:00:00;2;1;;03AUG2010:00:00:00;JO
0000009348093;04AUG2010:00:00:00;2;2;;03AUG2010:00:00:00;JO
0000009348101;04AUG2010:00:00:00;2;1;;03AUG2010:00:00:00;JO
0000009348101;04AUG2010:00:00:00;2;2;;03AUG2010:00:00:00;JO
0000009348383;04AUG2010:00:00:00;2;1;;03AUG2010:00:00:00;JO
0000009348383;04AUG2010:00:00:00;2;2;;03AUG2010:00:00:00;JO
0000009348408;04AUG2010:00:00:00;2;1;;03AUG2010:00:00:00;JO
0000009348408;04AUG2010:00:00:00;2;2;;03AUG2010:00:00:00;JO
0000009350925;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009350925;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009350931;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009350931;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009350948;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009350948;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009351698;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009351698;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009351706;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009351706;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009351712;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009351712;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009351787;22JAN2011:00:00:00;2;1;;21JAN2011:00:00:00;JO
0000009351787;22JAN2011:00:00:00;2;2;;21JAN2011:00:00:00;JO
0000009351793;05MAY2012:00:00:00;2;1;;04MAY2012:00:00:00;JO
0000009351793;05MAY2012:00:00:00;2;2;;04MAY2012:00:00:00;JO
0000009351818;11NOV2010:00:00:00;2;1;;10NOV2010:00:00:00;JO
0000009351818;11NOV2010:00:00:00;2;2;;10NOV2010:00:00:00;JO
0000009351824;11NOV2010:00:00:00;2;1;;10NOV2010:00:00:00;JO
0000009351824;11NOV2010:00:00:00;2;2;;10NOV2010:00:00:00;JO
0000009351830;11NOV2010:00:00:00;2;1;;10NOV2010:00:00:00;JO
0000009351830;11NOV2010:00:00:00;2;2;;10NOV2010:00:00:00;JO
0000009352516;22JAN2011:00:00:00;2;1;;21JAN2011:00:00:00;JO
0000009352516;22JAN2011:00:00:00;2;2;;21JAN2011:00:00:00;JO
0000009352686;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009352686;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009352692;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009352692;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009352700;20OCT2010:00:00:00;2;1;;19OCT2010:00:00:00;JO
0000009352700;20OCT2010:00:00:00;2;2;;19OCT2010:00:00:00;JO
0000009352887;08DEC2010:00:00:00;2;1;;07DEC2010:00:00:00;JO
0000009352887;08DEC2010:00:00:00;2;2;;07DEC2010:00:00:00;JO
0000009352893;08DEC2010:00:00:00;2;1;;07DEC2010:00:00:00;JO
0000009352893;08DEC2010:00:00:00;2;2;;07DEC2010:00:00:00;JO
0000009353970;18FEB2011:00:00:00;2;1;;17FEB2011:00:00:00;JO
0000009353970;18FEB2011:00:00:00;2;2;;17FEB2011:00:00:00;JO
0000009353987;18FEB2011:00:00:00;2;1;;17FEB2011:00:00:00;JO
0000009353987;18FEB2011:00:00:00;2;2;;17FEB2011:00:00:00;JO
0000009354225;25FEB2011:00:00:00;2;1;;24FEB2011:00:00:00;JO
0000009354225;25FEB2011:00:00:00;2;2;;24FEB2011:00:00:00;JO
0000009354231;25FEB2011:00:00:00;2;1;;24FEB2011:00:00:00;JO
0000009354231;25FEB2011:00:00:00;2;2;;24FEB2011:00:00:00;JO
0000009354604;01DEC2010:00:00:00;2;1;;30NOV2010:00:00:00;JO
0000009354604;01DEC2010:00:00:00;2;2;;30NOV2010:00:00:00;JO
0000009354610;01DEC2010:00:00:00;2;1;;30NOV2010:00:00:00;JO
0000009354610;01DEC2010:00:00:00;2;2;;30NOV2010:00:00:00;JO
0000009354627;01DEC2010:00:00:00;2;1;;30NOV2010:00:00:00;JO
0000009354627;01DEC2010:00:00:00;2;2;;30NOV2010:00:00:00;JO
0000009354923;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009354923;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009354946;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009354946;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009354952;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009354952;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009354969;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009354969;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009354975;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009354975;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009355029;25MAY2011:00:00:00;2;1;;24MAY2011:00:00:00;JO
0000009355029;25MAY2011:00:00:00;2;2;;24MAY2011:00:00:00;JO
0000009355035;01MAR2012:00:00:00;2;1;;29FEB2012:00:00:00;JO
0000009355035;01MAR2012:00:00:00;2;2;;29FEB2012:00:00:00;JO
0000009355816;18FEB2011:00:00:00;2;1;;17FEB2011:00:00:00;JO
0000009355816;18FEB2011:00:00:00;2;2;;17FEB2011:00:00:00;JO
0000009355822;18FEB2011:00:00:00;2;1;;17FEB2011:00:00:00;JO
0000009355822;18FEB2011:00:00:00;2;2;;17FEB2011:00:00:00;JO
0000009356201;14MAY2011:00:00:00;2;1;;13MAY2011:00:00:00;JO
0000009356201;14MAY2011:00:00:00;2;2;;13MAY2011:00:00:00;JO
0000009356218;14MAY2011:00:00:00;2;1;;13MAY2011:00:00:00;JO
0000009356218;14MAY2011:00:00:00;2;2;;13MAY2011:00:00:00;JO
0000009357577;22JAN2011:00:00:00;2;1;;21JAN2011:00:00:00;JO
0000009357577;22JAN2011:00:00:00;2;2;;21JAN2011:00:00:00;JO
0000009357583;22JAN2011:00:00:00;2;1;;21JAN2011:00:00:00;JO
0000009357583;22JAN2011:00:00:00;2;2;;21JAN2011:00:00:00;JO
0000009359346;25MAY2011:00:00:00;2;1;;24MAY2011:00:00:00;JO
0000009359346;25MAY2011:00:00:00;2;2;;24MAY2011:00:00:00;JO
0000009360527;28SEP2011:00:00:00;2;1;;27SEP2011:00:00:00;JO
0000009360527;28SEP2011:00:00:00;2;2;;27SEP2011:00:00:00;JO
0000009360651;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009360651;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009360668;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009360668;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009360674;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009360674;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009360680;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009360680;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009360697;27JAN2011:00:00:00;2;1;;26JAN2011:00:00:00;JO
0000009360697;27JAN2011:00:00:00;2;2;;26JAN2011:00:00:00;JO
0000009360898;14MAY2011:00:00:00;2;1;;13MAY2011:00:00:00;JO
0000009360898;14MAY2011:00:00:00;2;2;;13MAY2011:00:00:00;JO
0000009360906;14MAY2011:00:00:00;2;1;;13MAY2011:00:00:00;JO
0000009360906;14MAY2011:00:00:00;2;2;;13MAY2011:00:00:00;JO
0000009360912;14MAY2011:00:00:00;2;1;;13MAY2011:00:00:00;JO
0000009360912;14MAY2011:00:00:00;2;2;;13MAY2011:00:00:00;JO
0000009362696;30NOV2011:00:00:00;2;1;;29NOV2011:00:00:00;JO
0000009362696;30NOV2011:00:00:00;2;2;;29NOV2011:00:00:00;JO
0000009362733;30APR2011:00:00:00;2;1;;29APR2011:00:00:00;JO
0000009362733;30APR2011:00:00:00;2;2;;29APR2011:00:00:00;JO
0000009365080;28SEP2011:00:00:00;2;1;;27SEP2011:00:00:00;JO
0000009365080;28SEP2011:00:00:00;2;2;;27SEP2011:00:00:00;JO
0000009365097;28SEP2011:00:00:00;2;1;;27SEP2011:00:00:00;JO
0000009365097;28SEP2011:00:00:00;2;2;;27SEP2011:00:00:00;JO
0000009365499;21JUL2011:00:00:00;2;1;;20JUL2011:00:00:00;JO
0000009365499;21JUL2011:00:00:00;2;2;;20JUL2011:00:00:00;JO
0000009365507;21JUL2011:00:00:00;2;1;;20JUL2011:00:00:00;JO
0000009365507;21JUL2011:00:00:00;2;2;;20JUL2011:00:00:00;JO
0000009365513;21JUL2011:00:00:00;2;1;;20JUL2011:00:00:00;JO
0000009365513;21JUL2011:00:00:00;2;2;;20JUL2011:00:00:00;JO
0000009365625;10AUG2013:00:00:00;2;1;;09AUG2013:00:00:00;JO
0000009365625;10AUG2013:00:00:00;2;2;;09AUG2013:00:00:00;JO
0000009365950;31JUL2013:00:00:00;2;1;;30JUL2013:00:00:00;CNAMTS
0000009365950;31JUL2013:00:00:00;2;2;;30JUL2013:00:00:00;CNAMTS
0000009366636;14MAY2011:00:00:00;2;1;;13MAY2011:00:00:00;JO
0000009366636;14MAY2011:00:00:00;2;2;;13MAY2011:00:00:00;JO
0000009366642;14MAY2011:00:00:00;2;1;;13MAY2011:00:00:00;JO
0000009366642;14MAY2011:00:00:00;2;2;;13MAY2011:00:00:00;JO
0000009366659;14MAY2011:00:00:00;2;1;;13MAY2011:00:00:00;JO
0000009366659;14MAY2011:00:00:00;2;2;;13MAY2011:00:00:00;JO
0000009367535;28SEP2011:00:00:00;2;1;;27SEP2011:00:00:00;JO
0000009367535;28SEP2011:00:00:00;2;2;;27SEP2011:00:00:00;JO
0000009368664;02MAR2012:00:00:00;2;1;;01MAR2012:00:00:00;JO
0000009368664;02MAR2012:00:00:00;2;2;;01MAR2012:00:00:00;JO
0000009368836;28SEP2011:00:00:00;2;1;;27SEP2011:00:00:00;JO
0000009368836;28SEP2011:00:00:00;2;2;;27SEP2011:00:00:00;JO
0000009368919;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009368919;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009368925;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009368925;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009368931;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009368931;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009368954;23MAR2012:00:00:00;2;1;;03JUL2012:00:00:00;JO
0000009368954;23MAR2012:00:00:00;2;2;;03JUL2012:00:00:00;JO
0000009368983;23NOV2011:00:00:00;2;1;;22NOV2011:00:00:00;JO
0000009368983;23NOV2011:00:00:00;2;2;;22NOV2011:00:00:00;JO
0000009369008;23NOV2011:00:00:00;2;1;;22NOV2011:00:00:00;JO
0000009369008;23NOV2011:00:00:00;2;2;;22NOV2011:00:00:00;JO
0000009369014;23NOV2011:00:00:00;2;1;;22NOV2011:00:00:00;JO
0000009369014;23NOV2011:00:00:00;2;2;;22NOV2011:00:00:00;JO
0000009371726;23NOV2011:00:00:00;2;1;;22NOV2011:00:00:00;JO
0000009371726;23NOV2011:00:00:00;2;2;;22NOV2011:00:00:00;JO
0000009371732;23NOV2011:00:00:00;2;1;;22NOV2011:00:00:00;JO
0000009371732;23NOV2011:00:00:00;2;2;;22NOV2011:00:00:00;JO
0000009371778;23NOV2011:00:00:00;2;1;;22NOV2011:00:00:00;JO
0000009371778;23NOV2011:00:00:00;2;2;;22NOV2011:00:00:00;JO
0000009372482;28SEP2011:00:00:00;2;1;;27SEP2011:00:00:00;JO
0000009372482;28SEP2011:00:00:00;2;2;;27SEP2011:00:00:00;JO
0000009372619;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009372619;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009373599;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009373599;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009373636;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009373636;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009373642;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009373642;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009373659;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009373659;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009373725;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009373725;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009373731;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009373731;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009373748;17DEC2011:00:00:00;2;1;;16DEC2011:00:00:00;JO
0000009373748;17DEC2011:00:00:00;2;2;;16DEC2011:00:00:00;JO
0000009374050;08MAR2013:00:00:00;2;1;;07MAR2013:00:00:00;JO
0000009374050;08MAR2013:00:00:00;2;2;;07MAR2013:00:00:00;JO
0000009374067;08MAR2013:00:00:00;2;1;;07MAR2013:00:00:00;JO
0000009374067;08MAR2013:00:00:00;2;2;;07MAR2013:00:00:00;JO
0000009377120;29SEP2012:00:00:00;2;1;;28SEP2012:00:00:00;JO
0000009377120;29SEP2012:00:00:00;2;2;;28SEP2012:00:00:00;JO
0000009377137;29SEP2012:00:00:00;2;1;;28SEP2012:00:00:00;JO
0000009377137;29SEP2012:00:00:00;2;2;;28SEP2012:00:00:00;JO
0000009378496;11FEB2012:00:00:00;2;1;;10FEB2012:00:00:00;JO
0000009378496;11FEB2012:00:00:00;2;2;;10FEB2012:00:00:00;JO
0000009378504;11FEB2012:00:00:00;2;1;;10FEB2012:00:00:00;JO
0000009378504;11FEB2012:00:00:00;2;2;;10FEB2012:00:00:00;JO
0000009379917;03AUG2012:00:00:00;2;1;;02AUG2012:00:00:00;JO
0000009379917;03AUG2012:00:00:00;2;2;;02AUG2012:00:00:00;JO
0000009379946;03AUG2012:00:00:00;2;1;;02AUG2012:00:00:00;JO
0000009379946;03AUG2012:00:00:00;2;2;;02AUG2012:00:00:00;JO
0000009382351;09FEB2013:00:00:00;2;1;;08FEB2013:00:00:00;JO
0000009382351;09FEB2013:00:00:00;2;2;;08FEB2013:00:00:00;JO
0000009383497;29SEP2012:00:00:00;2;1;;28SEP2012:00:00:00;JO
0000009383497;29SEP2012:00:00:00;2;2;;28SEP2012:00:00:00;JO
0000009383505;29SEP2012:00:00:00;2;1;;28SEP2012:00:00:00;JO
0000009383505;29SEP2012:00:00:00;2;2;;28SEP2012:00:00:00;JO
0000009383511;29SEP2012:00:00:00;2;1;;28SEP2012:00:00:00;JO
0000009383511;29SEP2012:00:00:00;2;2;;28SEP2012:00:00:00;JO
0000009383528;29SEP2012:00:00:00;2;1;;28SEP2012:00:00:00;JO
0000009383528;29SEP2012:00:00:00;2;2;;28SEP2012:00:00:00;JO
0000009384077;03AUG2012:00:00:00;2;1;;02AUG2012:00:00:00;JO
0000009384077;03AUG2012:00:00:00;2;2;;02AUG2012:00:00:00;JO
0000009384373;09JUL2014:00:00:00;2;1;;08JUL2014:00:00:00;JO
0000009384373;09JUL2014:00:00:00;2;2;;08JUL2014:00:00:00;JO
0000009389732;10AUG2013:00:00:00;2;1;;09AUG2013:00:00:00;JO
0000009389732;10AUG2013:00:00:00;2;2;;09AUG2013:00:00:00;JO
0000009389749;10AUG2013:00:00:00;2;1;;09AUG2013:00:00:00;JO
0000009389749;10AUG2013:00:00:00;2;2;;09AUG2013:00:00:00;JO
0000009389755;10AUG2013:00:00:00;2;1;;09AUG2013:00:00:00;JO
0000009389755;10AUG2013:00:00:00;2;2;;09AUG2013:00:00:00;JO
0000009389761;10AUG2013:00:00:00;2;1;;09AUG2013:00:00:00;JO
0000009389761;10AUG2013:00:00:00;2;2;;09AUG2013:00:00:00;JO
0000009390184;10AUG2013:00:00:00;2;1;;09AUG2013:00:00:00;JO
0000009390184;10AUG2013:00:00:00;2;2;;09AUG2013:00:00:00;JO
0000009390209;10AUG2013:00:00:00;2;1;;09AUG2013:00:00:00;JO
0000009390209;10AUG2013:00:00:00;2;2;;09AUG2013:00:00:00;JO
0000009390267;07JUN2014:00:00:00;2;1;;06JUN2014:00:00:00;JO
0000009390267;07JUN2014:00:00:00;2;2;;06JUN2014:00:00:00;JO
0000009391048;19SEP2013:00:00:00;2;1;;18SEP2013:00:00:00;JO
0000009391048;19SEP2013:00:00:00;2;2;;18SEP2013:00:00:00;JO
0000009391344;05JUL2013:00:00:00;2;1;;04JUL2013:00:00:00;JO
0000009391344;05JUL2013:00:00:00;2;2;;04JUL2013:00:00:00;JO
0000009392326;10AUG2013:00:00:00;2;1;;09AUG2013:00:00:00;JO
0000009392326;10AUG2013:00:00:00;2;2;;09AUG2013:00:00:00;JO
0000009394615;19NOV2014:00:00:00;2;1;;18NOV2014:00:00:00;JO
0000009394615;19NOV2014:00:00:00;2;2;;18NOV2014:00:00:00;JO
0000009394621;19NOV2014:00:00:00;2;1;;18NOV2014:00:00:00;JO
0000009394621;19NOV2014:00:00:00;2;2;;18NOV2014:00:00:00;JO
0000009394905;23JAN2014:00:00:00;2;1;;22JAN2014:00:00:00;JO
0000009394905;23JAN2014:00:00:00;2;2;;22JAN2014:00:00:00;JO
0000009394940;23JAN2014:00:00:00;2;1;;22JAN2014:00:00:00;JO
0000009394940;23JAN2014:00:00:00;2;2;;22JAN2014:00:00:00;JO
0000009394957;23JAN2014:00:00:00;2;1;;22JAN2014:00:00:00;JO
0000009394957;23JAN2014:00:00:00;2;2;;22JAN2014:00:00:00;JO
0000009394992;06DEC2013:00:00:00;2;1;;14MAR2014:00:00:00;CNAMTS
0000009394992;06DEC2013:00:00:00;2;2;;14MAR2014:00:00:00;CNAMTS
0000009395000;06DEC2013:00:00:00;2;1;;14MAR2014:00:00:00;CNAMTS
0000009395000;06DEC2013:00:00:00;2;2;;14MAR2014:00:00:00;CNAMTS
0000009395106;14DEC2013:00:00:00;2;1;;13DEC2013:00:00:00;JO
0000009395106;14DEC2013:00:00:00;2;2;;13DEC2013:00:00:00;JO
0000009395112;23JAN2014:00:00:00;2;1;;22JAN2014:00:00:00;JO
0000009395112;23JAN2014:00:00:00;2;2;;22JAN2014:00:00:00;JO
0000009395678;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009395678;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009395684;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009395684;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009395690;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009395690;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009396011;03MAR2016:00:00:00;2;1;;02MAR2016:00:00:00;JO
0000009396011;03MAR2016:00:00:00;2;2;;02MAR2016:00:00:00;JO
0000009397134;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009397134;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009397140;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009397140;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009397157;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009397157;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009397163;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009397163;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009397186;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009397186;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009397192;23OCT2014:00:00:00;2;1;;22OCT2014:00:00:00;JO
0000009397192;23OCT2014:00:00:00;2;2;;22OCT2014:00:00:00;JO
0000009398352;24DEC2014:00:00:00;2;1;;23DEC2014:00:00:00;JO
0000009398352;24DEC2014:00:00:00;2;2;;23DEC2014:00:00:00;JO
0000009398748;23JUL2014:00:00:00;2;1;;22JUL2014:00:00:00;JO
0000009398748;23JUL2014:00:00:00;2;2;;22JUL2014:00:00:00;JO
0000009398754;23JUL2014:00:00:00;2;1;;22JUL2014:00:00:00;JO
0000009398754;23JUL2014:00:00:00;2;2;;22JUL2014:00:00:00;JO
0000009399877;16APR2015:00:00:00;2;1;;15APR2015:00:00:00;JO
0000009399877;16APR2015:00:00:00;2;2;;15APR2015:00:00:00;JO
0000009399883;16APR2015:00:00:00;2;1;;15APR2015:00:00:00;JO
0000009399883;16APR2015:00:00:00;2;2;;15APR2015:00:00:00;JO
0000009400037;02JUL2014:00:00:00;2;1;;01JUL2014:00:00:00;JO
0000009400037;02JUL2014:00:00:00;2;2;;01JUL2014:00:00:00;JO
0000009400043;31JUL2014:00:00:00;2;1;;30JUL2014:00:00:00;JO
0000009400043;31JUL2014:00:00:00;2;2;;30JUL2014:00:00:00;JO
0000009400066;31JUL2014:00:00:00;2;1;;30JUL2014:00:00:00;JO
0000009400066;31JUL2014:00:00:00;2;2;;30JUL2014:00:00:00;JO
0000009402059;11JAN2017:00:00:00;2;1;;10JAN2017:00:00:00;JO
0000009402059;11JAN2017:00:00:00;2;2;;10JAN2017:00:00:00;JO
0000009402303;24DEC2014:00:00:00;2;1;;23DEC2014:00:00:00;JO
0000009402303;24DEC2014:00:00:00;2;2;;23DEC2014:00:00:00;JO
0000009403521;31MAR2016:00:00:00;2;1;;30MAR2016:00:00:00;JO
0000009403521;31MAR2016:00:00:00;2;2;;30MAR2016:00:00:00;JO
0000009403627;08OCT2015:00:00:00;2;1;;07OCT2015:00:00:00;JO
0000009403627;08OCT2015:00:00:00;2;2;;07OCT2015:00:00:00;JO
0000009403633;08OCT2015:00:00:00;2;1;;07OCT2015:00:00:00;JO
0000009403633;08OCT2015:00:00:00;2;2;;07OCT2015:00:00:00;JO
0000009403656;08OCT2015:00:00:00;2;1;;07OCT2015:00:00:00;JO
0000009403656;08OCT2015:00:00:00;2;2;;07OCT2015:00:00:00;JO
0000009403662;08OCT2015:00:00:00;2;1;;07OCT2015:00:00:00;JO
0000009403662;08OCT2015:00:00:00;2;2;;07OCT2015:00:00:00;JO
0000009403679;19NOV2014:00:00:00;2;1;;18NOV2014:00:00:00;JO
0000009403679;19NOV2014:00:00:00;2;2;;18NOV2014:00:00:00;JO
0000009403685;19NOV2014:00:00:00;2;1;;18NOV2014:00:00:00;JO
0000009403685;19NOV2014:00:00:00;2;2;;18NOV2014:00:00:00;JO
0000009403691;10APR2015:00:00:00;2;1;;09APR2015:00:00:00;JO
0000009403691;10APR2015:00:00:00;2;2;;09APR2015:00:00:00;JO
0000009404377;01MAY2015:00:00:00;2;1;;30APR2015:00:00:00;JO
0000009404377;01MAY2015:00:00:00;2;2;;30APR2015:00:00:00;JO
0000009404549;19NOV2014:00:00:00;2;1;;18NOV2014:00:00:00;JO
0000009404549;19NOV2014:00:00:00;2;2;;18NOV2014:00:00:00;JO
0000009404555;19NOV2014:00:00:00;2;1;;18NOV2014:00:00:00;JO
0000009404555;19NOV2014:00:00:00;2;2;;18NOV2014:00:00:00;JO
0000009404940;08AUG2015:00:00:00;2;1;;07AUG2015:00:00:00;JO
0000009404940;08AUG2015:00:00:00;2;2;;07AUG2015:00:00:00;JO
0000009405709;23SEP2015:00:00:00;2;1;;22SEP2015:00:00:00;JO
0000009405709;23SEP2015:00:00:00;2;2;;22SEP2015:00:00:00;JO
0000009406206;25MAR2015:00:00:00;2;1;;24MAR2015:00:00:00;JO
0000009406206;25MAR2015:00:00:00;2;2;;24MAR2015:00:00:00;JO
0000009406212;25MAR2015:00:00:00;2;1;;24MAR2015:00:00:00;JO
0000009406212;25MAR2015:00:00:00;2;2;;24MAR2015:00:00:00;JO
0000009406229;23SEP2015:00:00:00;2;1;;22SEP2015:00:00:00;JO
0000009406229;23SEP2015:00:00:00;2;2;;22SEP2015:00:00:00;JO
0000009406235;23SEP2015:00:00:00;2;1;;22SEP2015:00:00:00;JO
0000009406235;23SEP2015:00:00:00;2;2;;22SEP2015:00:00:00;JO
0000009406241;23SEP2015:00:00:00;2;1;;22SEP2015:00:00:00;JO
0000009406241;23SEP2015:00:00:00;2;2;;22SEP2015:00:00:00;JO
0000009406258;23SEP2015:00:00:00;2;1;;22SEP2015:00:00:00;JO
0000009406258;23SEP2015:00:00:00;2;2;;22SEP2015:00:00:00;JO
0000009406264;23SEP2015:00:00:00;2;1;;22SEP2015:00:00:00;JO
0000009406264;23SEP2015:00:00:00;2;2;;22SEP2015:00:00:00;JO
0000009406270;23SEP2015:00:00:00;2;1;;22SEP2015:00:00:00;JO
0000009406270;23SEP2015:00:00:00;2;2;;22SEP2015:00:00:00;JO
0000009406761;25DEC2015:00:00:00;2;1;;24DEC2015:00:00:00;JO
0000009406761;25DEC2015:00:00:00;2;2;;24DEC2015:00:00:00;JO
0000009407370;26OCT2016:00:00:00;2;1;;25OCT2016:00:00:00;JO
0000009407370;26OCT2016:00:00:00;2;2;;25OCT2016:00:00:00;JO
0000009407387;26OCT2016:00:00:00;2;1;;25OCT2016:00:00:00;JO
0000009407387;26OCT2016:00:00:00;2;2;;25OCT2016:00:00:00;JO
0000009407393;26OCT2016:00:00:00;2;1;;25OCT2016:00:00:00;JO
0000009407393;26OCT2016:00:00:00;2;2;;25OCT2016:00:00:00;JO
0000009407401;26OCT2016:00:00:00;2;1;;25OCT2016:00:00:00;JO
0000009407401;26OCT2016:00:00:00;2;2;;25OCT2016:00:00:00;JO
0000009407418;26OCT2016:00:00:00;2;1;;25OCT2016:00:00:00;JO
0000009407418;26OCT2016:00:00:00;2;2;;25OCT2016:00:00:00;JO
0000009407424;18MAR2016:00:00:00;2;1;;17MAR2016:00:00:00;JO
