UCD_UCD_COD;ETB_TOP_DTE;UCD_LIS_TOP;IDE_ETA_TYP;ETB_TOP_DTF;UCD_DOC_DTE;UCD_DOC_LIB
0000009416630;25NOV2016:00:00:00;2;1;;24NOV2016:00:00:00;JO
0000009416630;25NOV2016:00:00:00;2;2;;24NOV2016:00:00:00;JO
0000009416653;26MAY2016:00:00:00;2;1;;25MAY2016:00:00:00;JO
0000009416653;26MAY2016:00:00:00;2;2;;25MAY2016:00:00:00;JO
0000009416676;26MAY2016:00:00:00;2;1;;25MAY2016:00:00:00;JO
0000009416676;26MAY2016:00:00:00;2;2;;25MAY2016:00:00:00;JO
0000009416920;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009416920;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009416937;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009416937;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009416943;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009416943;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009416966;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009416966;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009416972;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009416972;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009416995;17DEC2016:00:00:00;2;1;;16DEC2016:00:00:00;JO
0000009416995;17DEC2016:00:00:00;2;2;;16DEC2016:00:00:00;JO
0000009417003;17DEC2016:00:00:00;2;1;;16DEC2016:00:00:00;JO
0000009417003;17DEC2016:00:00:00;2;2;;16DEC2016:00:00:00;JO
0000009417227;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009417227;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009417233;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009417233;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009417256;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009417256;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009417569;03SEP2016:00:00:00;2;1;;02SEP2016:00:00:00;JO
0000009417569;03SEP2016:00:00:00;2;2;;02SEP2016:00:00:00;JO
0000009417575;25FEB2017:00:00:00;2;1;;24FEB2017:00:00:00;JO
0000009417575;25FEB2017:00:00:00;2;2;;24FEB2017:00:00:00;JO
0000009417983;06AUG2016:00:00:00;2;1;;05AUG2016:00:00:00;JO
0000009417983;06AUG2016:00:00:00;2;2;;05AUG2016:00:00:00;JO
0000009418095;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009418095;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009418103;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009418103;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009418126;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009418126;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009418132;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009418132;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009418149;15APR2017:00:00:00;2;1;;14APR2017:00:00:00;JO
0000009418149;15APR2017:00:00:00;2;2;;14APR2017:00:00:00;JO
0000009418184;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009418184;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009418190;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009418190;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009418209;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009418209;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009418215;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009418215;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009418221;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009418221;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009418356;02SEP2016:00:00:00;2;1;;01SEP2016:00:00:00;JO
0000009418356;02SEP2016:00:00:00;2;2;;01SEP2016:00:00:00;JO
0000009418787;19OCT2016:00:00:00;2;1;;18OCT2016:00:00:00;JO
0000009418787;19OCT2016:00:00:00;2;2;;18OCT2016:00:00:00;JO
0000009419060;26OCT2016:00:00:00;2;1;;25OCT2016:00:00:00;JO
0000009419060;26OCT2016:00:00:00;2;2;;25OCT2016:00:00:00;JO
0000009419108;09NOV2016:00:00:00;2;1;;08NOV2016:00:00:00;JO
0000009419108;09NOV2016:00:00:00;2;2;;08NOV2016:00:00:00;JO
0000009419309;09FEB2017:00:00:00;2;1;;08FEB2017:00:00:00;JO
0000009419309;09FEB2017:00:00:00;2;2;;08FEB2017:00:00:00;JO
0000009419315;09FEB2017:00:00:00;2;1;;08FEB2017:00:00:00;JO
0000009419315;09FEB2017:00:00:00;2;2;;08FEB2017:00:00:00;JO
0000009419947;09NOV2016:00:00:00;2;1;;08NOV2016:00:00:00;JO
0000009419947;09NOV2016:00:00:00;2;2;;08NOV2016:00:00:00;JO
0000009419976;06MAY2017:00:00:00;2;1;;05MAY2017:00:00:00;JO
0000009419976;06MAY2017:00:00:00;2;2;;05MAY2017:00:00:00;JO
0000009420519;04MAR2017:00:00:00;2;1;;03MAR2017:00:00:00;JO
0000009420519;04MAR2017:00:00:00;2;2;;03MAR2017:00:00:00;JO
0000009420525;04MAR2017:00:00:00;2;1;;03MAR2017:00:00:00;JO
0000009420525;04MAR2017:00:00:00;2;2;;03MAR2017:00:00:00;JO
0000009421223;13JUL2017:00:00:00;2;1;;12JUL2017:00:00:00;JO
0000009421223;13JUL2017:00:00:00;2;2;;12JUL2017:00:00:00;JO
0000009423133;06MAY2017:00:00:00;2;1;;05MAY2017:00:00:00;JO
0000009423133;06MAY2017:00:00:00;2;2;;05MAY2017:00:00:00;JO
0000009423185;01NOV2017:00:00:00;2;1;;31OCT2017:00:00:00;JO
0000009423185;01NOV2017:00:00:00;2;2;;31OCT2017:00:00:00;JO
0000009423191;01NOV2017:00:00:00;2;1;;31OCT2017:00:00:00;JO
0000009423191;01NOV2017:00:00:00;2;2;;31OCT2017:00:00:00;JO
0000009419723;04DEC2017:00:00:00;2;1;;06DEC2017:00:00:00;JO
0000009419723;04DEC2017:00:00:00;2;2;;06DEC2017:00:00:00;JO
0000009413212;02FEB2018:00:00:00;2;1;;01FEB2018:00:00:00;JO
0000009413212;02FEB2018:00:00:00;2;2;;01FEB2018:00:00:00;JO
0000009423736;24JAN2018:00:00:00;2;1;;23JAN2018:00:00:00;JO
0000009423736;24JAN2018:00:00:00;2;2;;23JAN2018:00:00:00;JO
0000009423742;24JAN2018:00:00:00;2;1;;23JAN2018:00:00:00;JO
0000009423742;24JAN2018:00:00:00;2;2;;23JAN2018:00:00:00;JO
0000009423759;24JAN2018:00:00:00;2;1;;23JAN2018:00:00:00;JO
0000009423759;24JAN2018:00:00:00;2;2;;23JAN2018:00:00:00;JO
0000009423765;24JAN2018:00:00:00;2;1;;23JAN2018:00:00:00;JO
0000009423765;24JAN2018:00:00:00;2;2;;23JAN2018:00:00:00;JO
0000009423771;24JAN2018:00:00:00;2;1;;23JAN2018:00:00:00;JO
0000009423771;24JAN2018:00:00:00;2;2;;23JAN2018:00:00:00;JO
0000009423788;24JAN2018:00:00:00;2;1;;23JAN2018:00:00:00;JO
0000009423788;24JAN2018:00:00:00;2;2;;23JAN2018:00:00:00;JO
0000009420413;17FEB2018:00:00:00;2;1;;16FEB2018:00:00:00;JO
0000009420413;17FEB2018:00:00:00;2;2;;16FEB2018:00:00:00;JO
0000009420436;17FEB2018:00:00:00;2;1;;16FEB2018:00:00:00;JO
0000009420436;17FEB2018:00:00:00;2;2;;16FEB2018:00:00:00;JO
0000009420442;17FEB2018:00:00:00;2;1;;16FEB2018:00:00:00;JO
0000009420442;17FEB2018:00:00:00;2;2;;16FEB2018:00:00:00;JO
0000009420459;17FEB2018:00:00:00;2;1;;16FEB2018:00:00:00;JO
0000009420459;17FEB2018:00:00:00;2;2;;16FEB2018:00:00:00;JO
0000009420465;17FEB2018:00:00:00;2;1;;16FEB2018:00:00:00;JO
0000009420465;17FEB2018:00:00:00;2;2;;16FEB2018:00:00:00;JO
0000009435225;08MAR2018:00:00:00;2;1;;08MAR2018:00:00:00;CNAMTS
0000009435225;08MAR2018:00:00:00;2;2;;08MAR2018:00:00:00;CNAMTS
0000009436242;14JUN2018:00:00:00;2;1;;13JUN2018:00:00:00;JO
0000009436242;14JUN2018:00:00:00;2;2;;13JUN2018:00:00:00;JO
0000009436259;14JUN2018:00:00:00;2;1;;13JUN2018:00:00:00;JO
0000009436259;14JUN2018:00:00:00;2;2;;13JUN2018:00:00:00;JO
0000009436265;14JUN2018:00:00:00;2;1;;13JUN2018:00:00:00;JO
0000009436265;14JUN2018:00:00:00;2;2;;13JUN2018:00:00:00;JO
0000009415286;21JUN2018:00:00:00;2;1;;20JUN2018:00:00:00;JO
0000009415286;21JUN2018:00:00:00;2;2;;20JUN2018:00:00:00;JO
0000009438028;20JUN2018:00:00:00;2;1;;19JUN2018:00:00:00;CNAMTS
0000009438028;20JUN2018:00:00:00;2;2;;19JUN2018:00:00:00;CNAMTS
0000009438347;15AUG2018:00:00:00;2;1;;14AUG2018:00:00:00;JO
0000009438347;15AUG2018:00:00:00;2;2;;14AUG2018:00:00:00;JO
0000009438761;15AUG2018:00:00:00;2;1;;14AUG2018:00:00:00;JO
0000009438761;15AUG2018:00:00:00;2;2;;14AUG2018:00:00:00;JO
0000009438778;15AUG2018:00:00:00;2;1;;14AUG2018:00:00:00;JO
0000009438778;15AUG2018:00:00:00;2;2;;14AUG2018:00:00:00;JO
0000009438608;12OCT2018:00:00:00;2;1;;11OCT2018:00:00:00;JO
0000009438608;12OCT2018:00:00:00;2;2;;11OCT2018:00:00:00;JO
0000009438614;12OCT2018:00:00:00;2;1;;11OCT2018:00:00:00;JO
0000009438614;12OCT2018:00:00:00;2;2;;11OCT2018:00:00:00;JO
0000009438821;18OCT2018:00:00:00;2;1;;17OCT2018:00:00:00;JO
0000009438821;18OCT2018:00:00:00;2;2;;17OCT2018:00:00:00;JO
0000009438838;18OCT2018:00:00:00;2;1;;17OCT2018:00:00:00;JO
0000009438838;18OCT2018:00:00:00;2;2;;17OCT2018:00:00:00;JO
0000009438844;18OCT2018:00:00:00;2;1;;17OCT2018:00:00:00;JO
0000009438844;18OCT2018:00:00:00;2;2;;17OCT2018:00:00:00;JO
0000009439944;10OCT2018:00:00:00;2;1;;09OCT2018:00:00:00;JO
0000009439944;10OCT2018:00:00:00;2;2;;09OCT2018:00:00:00;JO
0000009440019;18OCT2018:00:00:00;2;1;;17OCT2018:00:00:00;JO
0000009440019;18OCT2018:00:00:00;2;2;;17OCT2018:00:00:00;JO
0000009440025;18OCT2018:00:00:00;2;1;;17OCT2018:00:00:00;JO
0000009440025;18OCT2018:00:00:00;2;2;;17OCT2018:00:00:00;JO
0000009439306;27OCT2018:00:00:00;2;1;;26OCT2018:00:00:00;JO
0000009439306;27OCT2018:00:00:00;2;2;;26OCT2018:00:00:00;JO
0000009439312;27OCT2018:00:00:00;2;1;;26OCT2018:00:00:00;JO
0000009439312;27OCT2018:00:00:00;2;2;;26OCT2018:00:00:00;JO
0000009439329;27OCT2018:00:00:00;2;1;;26OCT2018:00:00:00;JO
0000009439329;27OCT2018:00:00:00;2;2;;26OCT2018:00:00:00;JO
0000009440290;31OCT2018:00:00:00;2;1;;30OCT2018:00:00:00;JO
0000009440290;31OCT2018:00:00:00;2;2;;30OCT2018:00:00:00;JO
0000009440309;31OCT2018:00:00:00;2;1;;30OCT2018:00:00:00;JO
0000009440309;31OCT2018:00:00:00;2;2;;30OCT2018:00:00:00;JO
0000009436816;09NOV2018:00:00:00;2;1;;08NOV2018:00:00:00;JO
0000009436816;09NOV2018:00:00:00;2;2;;08NOV2018:00:00:00;JO
0000009440315;22DEC2018:00:00:00;2;1;;21DEC2018:00:00:00;JO
0000009440315;22DEC2018:00:00:00;2;2;;21DEC2018:00:00:00;JO
0000009440321;22DEC2018:00:00:00;2;1;;21DEC2018:00:00:00;JO
0000009440321;22DEC2018:00:00:00;2;2;;21DEC2018:00:00:00;JO
0000009441800;21DEC2018:00:00:00;2;1;;20DEC2018:00:00:00;JO
0000009441800;21DEC2018:00:00:00;2;2;;20DEC2018:00:00:00;JO
0000009441817;21DEC2018:00:00:00;2;1;;20DEC2018:00:00:00;JO
0000009441817;21DEC2018:00:00:00;2;2;;20DEC2018:00:00:00;JO
0000009441823;21DEC2018:00:00:00;2;1;;20DEC2018:00:00:00;JO
0000009441823;21DEC2018:00:00:00;2;2;;20DEC2018:00:00:00;JO
0000009441728;27DEC2018:00:00:00;2;1;;26DEC2018:00:00:00;JO
0000009441728;27DEC2018:00:00:00;2;2;;26DEC2018:00:00:00;JO
0000009442455;19JAN2019:00:00:00;2;1;;18JAN2019:00:00:00;JO
0000009442455;19JAN2019:00:00:00;2;2;;18JAN2019:00:00:00;JO
0000009413123;30JAN2019:00:00:00;2;1;;29JAN2019:00:00:00;JO
0000009413123;30JAN2019:00:00:00;2;2;;29JAN2019:00:00:00;JO
0000009413146;30JAN2019:00:00:00;2;1;;29JAN2019:00:00:00;JO
0000009413146;30JAN2019:00:00:00;2;2;;29JAN2019:00:00:00;JO
0000009413152;30JAN2019:00:00:00;2;1;;29JAN2019:00:00:00;JO
0000009413152;30JAN2019:00:00:00;2;2;;29JAN2019:00:00:00;JO
0000009413169;30JAN2019:00:00:00;2;1;;29JAN2019:00:00:00;JO
0000009413169;30JAN2019:00:00:00;2;2;;29JAN2019:00:00:00;JO
0000009434160;01FEB2019:00:00:00;2;1;;31JAN2019:00:00:00;JO
0000009434160;01FEB2019:00:00:00;2;2;;31JAN2019:00:00:00;JO
0000009443762;23JAN2019:00:00:00;2;1;;22JAN2019:00:00:00;JO
0000009443762;23JAN2019:00:00:00;2;2;;22JAN2019:00:00:00;JO
0000009443779;23JAN2019:00:00:00;2;1;;22JAN2019:00:00:00;JO
0000009443779;23JAN2019:00:00:00;2;2;;22JAN2019:00:00:00;JO
0000009436555;07FEB2019:00:00:00;2;1;;06FEB2019:00:00:00;JO
0000009436555;07FEB2019:00:00:00;2;2;;06FEB2019:00:00:00;JO
0000009436561;07FEB2019:00:00:00;2;1;;06FEB2019:00:00:00;JO
0000009436561;07FEB2019:00:00:00;2;2;;06FEB2019:00:00:00;JO
0000009436578;07FEB2019:00:00:00;2;1;;06FEB2019:00:00:00;JO
0000009436578;07FEB2019:00:00:00;2;2;;06FEB2019:00:00:00;JO
0000009436584;07FEB2019:00:00:00;2;1;;06FEB2019:00:00:00;JO
0000009436584;07FEB2019:00:00:00;2;2;;06FEB2019:00:00:00;JO
0000009426031;25NOV2017:00:00:00;2;1;;24NOV2017:00:00:00;JO
0000009426031;25NOV2017:00:00:00;2;2;;24NOV2017:00:00:00;JO
0000009426456;29NOV2017:00:00:00;2;1;;28NOV2017:00:00:00;JO
0000009426456;29NOV2017:00:00:00;2;2;;28NOV2017:00:00:00;JO
0000009426462;29NOV2017:00:00:00;2;1;;28NOV2017:00:00:00;JO
0000009426462;29NOV2017:00:00:00;2;2;;28NOV2017:00:00:00;JO
0000009427527;25NOV2017:00:00:00;2;1;;24NOV2017:00:00:00;JO
0000009427527;25NOV2017:00:00:00;2;2;;24NOV2017:00:00:00;JO
0000009427533;25NOV2017:00:00:00;2;1;;24NOV2017:00:00:00;JO
0000009427533;25NOV2017:00:00:00;2;2;;24NOV2017:00:00:00;JO
0000009427556;25NOV2017:00:00:00;2;1;;24NOV2017:00:00:00;JO
0000009427556;25NOV2017:00:00:00;2;2;;24NOV2017:00:00:00;JO
0000009428745;14NOV2017:00:00:00;2;1;;13NOV2017:00:00:00;CNAMTS
0000009428745;14NOV2017:00:00:00;2;2;;13NOV2017:00:00:00;CNAMTS
0000009434467;21MAR2018:00:00:00;2;1;;20MAR2018:00:00:00;JO
0000009434467;21MAR2018:00:00:00;2;2;;20MAR2018:00:00:00;JO
0000009430564;13APR2018:00:00:00;2;1;;12APR2018:00:00:00;JO
0000009430564;13APR2018:00:00:00;2;2;;12APR2018:00:00:00;JO
0000009430587;13APR2018:00:00:00;2;1;;12APR2018:00:00:00;JO
0000009430587;13APR2018:00:00:00;2;2;;12APR2018:00:00:00;JO
0000009430601;13APR2018:00:00:00;2;1;;12APR2018:00:00:00;JO
0000009430601;13APR2018:00:00:00;2;2;;12APR2018:00:00:00;JO
0000009433829;14APR2018:00:00:00;2;1;;13APR2018:00:00:00;JO
0000009433829;14APR2018:00:00:00;2;2;;13APR2018:00:00:00;JO
0000009434214;06JUL2018:00:00:00;2;1;;05JUL2018:00:00:00;JO
0000009434214;06JUL2018:00:00:00;2;2;;05JUL2018:00:00:00;JO
0000009434220;06JUL2018:00:00:00;2;1;;05JUL2018:00:00:00;JO
0000009434220;06JUL2018:00:00:00;2;2;;05JUL2018:00:00:00;JO
0000009434444;24MAY2018:00:00:00;2;1;;23MAY2018:00:00:00;JO
0000009434444;24MAY2018:00:00:00;2;2;;23MAY2018:00:00:00;JO
0000009434450;24MAY2018:00:00:00;2;1;;23MAY2018:00:00:00;JO
0000009434450;24MAY2018:00:00:00;2;2;;23MAY2018:00:00:00;JO
0000009435202;07MAR2018:00:00:00;2;1;;07MAR2018:00:00:00;CNAMTS
0000009435202;07MAR2018:00:00:00;2;2;;07MAR2018:00:00:00;CNAMTS
0000009435604;25JUL2018:00:00:00;2;1;;24JUL2018:00:00:00;JO
0000009435604;25JUL2018:00:00:00;2;2;;24JUL2018:00:00:00;JO
0000009435774;02AUG2018:00:00:00;2;1;;01AUG2018:00:00:00;JO
0000009435774;02AUG2018:00:00:00;2;2;;01AUG2018:00:00:00;JO
0000009435780;02AUG2018:00:00:00;2;1;;01AUG2018:00:00:00;JO
0000009435780;02AUG2018:00:00:00;2;2;;01AUG2018:00:00:00;JO
0000009435797;02AUG2018:00:00:00;2;1;;01AUG2018:00:00:00;JO
0000009435797;02AUG2018:00:00:00;2;2;;01AUG2018:00:00:00;JO
0000009435805;02AUG2018:00:00:00;2;1;;01AUG2018:00:00:00;JO
0000009435805;02AUG2018:00:00:00;2;2;;01AUG2018:00:00:00;JO
0000009439281;12DEC2018:00:00:00;2;1;;11DEC2018:00:00:00;JO
0000009439281;12DEC2018:00:00:00;2;2;;11DEC2018:00:00:00;JO
0000009439298;12DEC2018:00:00:00;2;1;;11DEC2018:00:00:00;JO
0000009439298;12DEC2018:00:00:00;2;2;;11DEC2018:00:00:00;JO
0000009431262;21FEB2019:00:00:00;2;1;;20FEB2019:00:00:00;JO
0000009431262;21FEB2019:00:00:00;2;2;;20FEB2019:00:00:00;JO
0000009438896;22FEB2019:00:00:00;2;1;;21FEB2019:00:00:00;JO
0000009438896;22FEB2019:00:00:00;2;2;;21FEB2019:00:00:00;JO
0000009410975;19JUL2018:00:00:00;2;1;;18JUL2018:00:00:00;JO
0000009410975;19JUL2018:00:00:00;2;2;;18JUL2018:00:00:00;JO
0000009413838;19JUL2018:00:00:00;2;1;;18JUL2018:00:00:00;JO
0000009413838;19JUL2018:00:00:00;2;2;;18JUL2018:00:00:00;JO
0000009420732;19JUL2018:00:00:00;2;1;;18JUL2018:00:00:00;JO
0000009420732;19JUL2018:00:00:00;2;2;;18JUL2018:00:00:00;JO
0000009420749;19JUL2018:00:00:00;2;1;;18JUL2018:00:00:00;JO
0000009420749;19JUL2018:00:00:00;2;2;;18JUL2018:00:00:00;JO
0000009420531;21APR2018:00:00:00;2;1;;20APR2018:00:00:00;JO
0000009420531;21APR2018:00:00:00;2;2;;20APR2018:00:00:00;JO
0000009420548;21APR2018:00:00:00;2;1;;20APR2018:00:00:00;JO
0000009420548;21APR2018:00:00:00;2;2;;20APR2018:00:00:00;JO
0000009420554;21APR2018:00:00:00;2;1;;20APR2018:00:00:00;JO
0000009420554;21APR2018:00:00:00;2;2;;20APR2018:00:00:00;JO
0000009420560;21APR2018:00:00:00;2;1;;20APR2018:00:00:00;JO
0000009420560;21APR2018:00:00:00;2;2;;20APR2018:00:00:00;JO
0000009420577;21APR2018:00:00:00;2;1;;20APR2018:00:00:00;JO
0000009420577;21APR2018:00:00:00;2;2;;20APR2018:00:00:00;JO
0000009421890;21APR2018:00:00:00;2;1;;20APR2018:00:00:00;JO
0000009421890;21APR2018:00:00:00;2;2;;20APR2018:00:00:00;JO
0000009423794;24JAN2018:00:00:00;2;1;;23JAN2018:00:00:00;JO
0000009423794;24JAN2018:00:00:00;2;2;;23JAN2018:00:00:00;JO
0000009423831;02AUG2017:00:00:00;2;1;;01AUG2017:00:00:00;JO
0000009423831;02AUG2017:00:00:00;2;2;;01AUG2017:00:00:00;JO
0000009424055;26JUL2017:00:00:00;2;1;;25JUL2017:00:00:00;JO
0000009424055;26JUL2017:00:00:00;2;2;;25JUL2017:00:00:00;JO
0000009424061;26JUL2017:00:00:00;2;1;;25JUL2017:00:00:00;JO
0000009424061;26JUL2017:00:00:00;2;2;;25JUL2017:00:00:00;JO
0000009424931;14JUL2017:00:00:00;2;1;;13JUL2017:00:00:00;JO
0000009424931;14JUL2017:00:00:00;2;2;;13JUL2017:00:00:00;JO
0000009424948;14JUL2017:00:00:00;2;1;;13JUL2017:00:00:00;JO
0000009424948;14JUL2017:00:00:00;2;2;;13JUL2017:00:00:00;JO
0000009425020;01OCT2017:00:00:00;2;1;;30SEP2017:00:00:00;JO
0000009425020;01OCT2017:00:00:00;2;2;;30SEP2017:00:00:00;JO
0000009425439;28DEC2017:00:00:00;2;1;;27DEC2017:00:00:00;JO
0000009425439;28DEC2017:00:00:00;2;2;;27DEC2017:00:00:00;JO
0000009425445;28DEC2017:00:00:00;2;1;;27DEC2017:00:00:00;JO
0000009425445;28DEC2017:00:00:00;2;2;;27DEC2017:00:00:00;JO
0000009425847;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009425847;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009425853;17JUN2017:00:00:00;2;1;;16JUN2017:00:00:00;JO
0000009425853;17JUN2017:00:00:00;2;2;;16JUN2017:00:00:00;JO
0000009426806;28OCT2017:00:00:00;2;1;;27OCT2017:00:00:00;JO
0000009426806;28OCT2017:00:00:00;2;2;;27OCT2017:00:00:00;JO
0000009426812;28OCT2017:00:00:00;2;1;;27OCT2017:00:00:00;JO
0000009426812;28OCT2017:00:00:00;2;2;;27OCT2017:00:00:00;JO
0000009426829;13JUL2017:00:00:00;2;1;;12JUL2017:00:00:00;JO
0000009426829;13JUL2017:00:00:00;2;2;;12JUL2017:00:00:00;JO
0000009426835;13JUL2017:00:00:00;2;1;;12JUL2017:00:00:00;JO
0000009426835;13JUL2017:00:00:00;2;2;;12JUL2017:00:00:00;JO
0000009427450;06DEC2017:00:00:00;2;1;;05DEC2017:00:00:00;JO
0000009427450;06DEC2017:00:00:00;2;2;;05DEC2017:00:00:00;JO
0000009427467;06DEC2017:00:00:00;2;1;;05DEC2017:00:00:00;JO
0000009427467;06DEC2017:00:00:00;2;2;;05DEC2017:00:00:00;JO
0000009428165;01NOV2017:00:00:00;2;1;;31OCT2017:00:00:00;JO
0000009428165;01NOV2017:00:00:00;2;2;;31OCT2017:00:00:00;JO
0000009428372;09MAR2018:00:00:00;2;1;;08MAR2018:00:00:00;JO
0000009428372;09MAR2018:00:00:00;2;2;;08MAR2018:00:00:00;JO
0000009428550;02MAR2018:00:00:00;2;1;;01MAR2018:00:00:00;JO
0000009428550;02MAR2018:00:00:00;2;2;;01MAR2018:00:00:00;JO
0000009428567;02MAR2018:00:00:00;2;1;;01MAR2018:00:00:00;JO
0000009428567;02MAR2018:00:00:00;2;2;;01MAR2018:00:00:00;JO
0000009429302;02MAR2018:00:00:00;2;1;;01MAR2018:00:00:00;JO
0000009429302;02MAR2018:00:00:00;2;2;;01MAR2018:00:00:00;JO
0000009429319;19SEP2017:00:00:00;2;1;;19SEP2017:00:00:00;CNAMTS
0000009429319;19SEP2017:00:00:00;2;2;;19SEP2017:00:00:00;CNAMTS
0000009431032;10MAR2018:00:00:00;2;1;;09MAR2018:00:00:00;JO
0000009431032;10MAR2018:00:00:00;2;2;;09MAR2018:00:00:00;JO
0000009432474;02MAR2018:00:00:00;2;1;;01MAR2018:00:00:00;JO
0000009432474;02MAR2018:00:00:00;2;2;;01MAR2018:00:00:00;JO
0000009432480;02MAR2018:00:00:00;2;1;;01MAR2018:00:00:00;JO
0000009432480;02MAR2018:00:00:00;2;2;;01MAR2018:00:00:00;JO
0000009433189;01MAR2018:00:00:00;2;1;;28FEB2018:00:00:00;JO
0000009433189;01MAR2018:00:00:00;2;2;;28FEB2018:00:00:00;JO
0000009433195;01MAR2018:00:00:00;2;1;;28FEB2018:00:00:00;JO
0000009433195;01MAR2018:00:00:00;2;2;;28FEB2018:00:00:00;JO
0000009433551;20JAN2018:00:00:00;2;1;;19JAN2018:00:00:00;JO
0000009433551;20JAN2018:00:00:00;2;2;;19JAN2018:00:00:00;JO
0000009433769;20JAN2018:00:00:00;2;1;;19JAN2018:00:00:00;JO
0000009433769;20JAN2018:00:00:00;2;2;;19JAN2018:00:00:00;JO
0000009876544;01SEP2015:00:00:00;2;1;;27AUG2015:00:00:00;JO
0000009876544;01SEP2015:00:00:00;2;2;;27AUG2015:00:00:00;JO
0000009429673;18MAY2018:00:00:00;2;1;;17MAY2018:00:00:00;JO
0000009429673;18MAY2018:00:00:00;2;2;;17MAY2018:00:00:00;JO
0000009435171;18MAY2018:00:00:00;2;1;;17MAY2018:00:00:00;JO
0000009435171;18MAY2018:00:00:00;2;2;;17MAY2018:00:00:00;JO
0000009435188;18MAY2018:00:00:00;2;1;;17MAY2018:00:00:00;JO
0000009435188;18MAY2018:00:00:00;2;2;;17MAY2018:00:00:00;JO
0000009010750;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009010750;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009109000;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009109000;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009137172;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009137172;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009137189;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009137189;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009137580;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009137580;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009145332;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009145332;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009145349;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009145349;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009145355;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009145355;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009145361;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009145361;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
0000009145378;11MAY2005:00:00:00;2;1;;10MAY2005:00:00:00;JO
0000009145378;11MAY2005:00:00:00;2;2;;10MAY2005:00:00:00;JO
