BTF_PRS_IDE__BTF_HIS_DTD;BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
180__11JUL2013:00:00:00;180;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
181__01JAN1996:00:00:00;181;01JAN1996:00:00:00;B;10JUL2013:00:00:00;50
181__11JUL2013:00:00:00;181;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40
182__01JAN1996:00:00:00;182;01JAN1996:00:00:00;B;10JUL2013:00:00:00;20
182__11JUL2013:00:00:00;182;11JUL2013:00:00:00;B;31DEC9999:00:00:00;20
183__01JAN1996:00:00:00;183;01JAN1996:00:00:00;B;11JUL2013:00:00:00;15
185__01JAN1996:00:00:00;185;01JAN1996:00:00:00;B;11JUL2013:00:00:00;30
186__01JAN1996:00:00:00;186;01JAN1996:00:00:00;B;10JUL2013:00:00:00;30
186__11JUL2013:00:00:00;186;11JUL2013:00:00:00;B;31DEC9999:00:00:00;30
187__01JAN1996:00:00:00;187;01JAN1996:00:00:00;B;11JUL2013:00:00:00;40
188__01JAN1996:00:00:00;188;01JAN1996:00:00:00;B;10JUL2013:00:00:00;40
188__11JUL2013:00:00:00;188;11JUL2013:00:00:00;B;13APR2018:00:00:00;40
189__01JAN1996:00:00:00;189;01JAN1996:00:00:00;B;10JUL2013:00:00:00;40
189__11JUL2013:00:00:00;189;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40
190__01JAN1996:00:00:00;190;01JAN1996:00:00:00;B;10JUL2013:00:00:00;50
190__11JUL2013:00:00:00;190;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
191__01JAN1996:00:00:00;191;01JAN1996:00:00:00;B;10JUL2013:00:00:00;50
191__11JUL2013:00:00:00;191;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
192__01JAN1996:00:00:00;192;01JAN1996:00:00:00;B;10JUL2013:00:00:00;40
192__11JUL2013:00:00:00;192;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
214__26FEB2000:00:00:00;214;26FEB2000:00:00:00;B;31DEC9999:00:00:00;60
215__30JUL1997:00:00:00;215;30JUL1997:00:00:00;B;20SEP2019:00:00:00;80
218__30JUL1997:00:00:00;218;30JUL1997:00:00:00;B;31DEC9999:00:00:00;15
219__30JUL1997:00:00:00;219;30JUL1997:00:00:00;B;13APR2018:00:00:00;15
220__30JUL1997:00:00:00;220;30JUL1997:00:00:00;B;31DEC9999:00:00:00;25
221__30JUL1997:00:00:00;221;30JUL1997:00:00:00;B;31DEC9999:00:00:00;25
236__30JUL1997:00:00:00;236;30JUL1997:00:00:00;B;31DEC9999:00:00:00;50
237__30JUL1997:00:00:00;237;30JUL1997:00:00:00;B;10FEB2011:00:00:00;60
237__11FEB2011:00:00:00;237;11FEB2011:00:00:00;B;28JUN2018:00:00:00;50
238__30JUL1997:00:00:00;238;30JUL1997:00:00:00;B;20SEP2019:00:00:00;100
239__01JAN1996:00:00:00;239;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
240__01JAN1996:00:00:00;240;01JAN1996:00:00:00;B;28JUN2018:00:00:00;30
241__30JUL1997:00:00:00;241;30JUL1997:00:00:00;B;31DEC9999:00:00:00;40
242__30JUL1997:00:00:00;242;30JUL1997:00:00:00;B;31DEC9999:00:00:00;60
243__11AUG1997:00:00:00;243;11AUG1997:00:00:00;B;31DEC9999:00:00:00;40
244__30JUL1997:00:00:00;244;30JUL1997:00:00:00;B;31DEC9999:00:00:00;100
246__01JAN1996:00:00:00;246;01JAN1996:00:00:00;B;04SEP2014:00:00:00;40
247__01JAN1996:00:00:00;247;01JAN1996:00:00:00;B;04SEP2014:00:00:00;80
248__01JAN1996:00:00:00;248;01JAN1996:00:00:00;B;04SEP2014:00:00:00;150
249__30JUL1997:00:00:00;249;30JUL1997:00:00:00;B;04SEP2014:00:00:00;200
250__01JAN1996:00:00:00;250;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100
252__30JUL1997:00:00:00;252;30JUL1997:00:00:00;B;31DEC9999:00:00:00;50
253__30JUL1997:00:00:00;253;30JUL1997:00:00:00;B;31DEC9999:00:00:00;70
254__30JUL1997:00:00:00;254;30JUL1997:00:00:00;B;31DEC9999:00:00:00;15
255__30JUL1997:00:00:00;255;30JUL1997:00:00:00;B;31DEC9999:00:00:00;100
256__30JUL1997:00:00:00;256;30JUL1997:00:00:00;B;31DEC9999:00:00:00;75
257__30JUL1997:00:00:00;257;30JUL1997:00:00:00;B;31DEC9999:00:00:00;500
259__30JUL1997:00:00:00;259;30JUL1997:00:00:00;B;09MAY2019:00:00:00;50
262__30JUL1997:00:00:00;262;30JUL1997:00:00:00;B;09MAY2019:00:00:00;50
263__30JUL1997:00:00:00;263;30JUL1997:00:00:00;B;08MAY2019:00:00:00;10
264__30JUL1997:00:00:00;264;30JUL1997:00:00:00;B;08MAY2019:00:00:00;25
266__30JUL1997:00:00:00;266;30JUL1997:00:00:00;B;08MAY2019:00:00:00;25
267__30JUL1997:00:00:00;267;30JUL1997:00:00:00;B;31DEC9999:00:00:00;10
268__30JUL1997:00:00:00;268;30JUL1997:00:00:00;B;31DEC9999:00:00:00;30
269__01JAN1996:00:00:00;269;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
270__01JAN1996:00:00:00;270;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
271__12OCT1997:00:00:00;271;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40
274__30JUL1997:00:00:00;274;30JUL1997:00:00:00;B;31DEC9999:00:00:00;60
277__30JUL1997:00:00:00;277;30JUL1997:00:00:00;B;31DEC9999:00:00:00;40
280__30JUL1997:00:00:00;280;30JUL1997:00:00:00;B;31DEC9999:00:00:00;50
281__30JUL1997:00:00:00;281;30JUL1997:00:00:00;B;31DEC9999:00:00:00;80
1500__25DEC2008:00:00:00;1500;25DEC2008:00:00:00;B;31DEC9999:00:00:00;10
1501__25DEC2008:00:00:00;1501;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40
1502__25DEC2008:00:00:00;1502;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40
1503__25DEC2008:00:00:00;1503;25DEC2008:00:00:00;B;31DEC9999:00:00:00;80
1504__25DEC2008:00:00:00;1504;25DEC2008:00:00:00;B;31DEC9999:00:00:00;50
1505__25DEC2008:00:00:00;1505;25DEC2008:00:00:00;B;31DEC9999:00:00:00;30
1506__25DEC2008:00:00:00;1506;25DEC2008:00:00:00;B;31DEC9999:00:00:00;120
1507__25DEC2008:00:00:00;1507;25DEC2008:00:00:00;B;31DEC9999:00:00:00;60
1508__25DEC2008:00:00:00;1508;25DEC2008:00:00:00;B;31DEC9999:00:00:00;200
1510__30MAR1997:00:00:00;1510;30MAR1997:00:00:00;B;07FEB2009:00:00:00;25
1510__08FEB2009:00:00:00;1510;08FEB2009:00:00:00;B;18JAN2010:00:00:00;20
1510__19JAN2010:00:00:00;1510;19JAN2010:00:00:00;B;30JAN2012:00:00:00;20
1510__31JAN2012:00:00:00;1510;31JAN2012:00:00:00;B;16APR2013:00:00:00;10
1510__17APR2013:00:00:00;1510;17APR2013:00:00:00;B;12APR2014:00:00:00;8
1510__13APR2014:00:00:00;1510;13APR2014:00:00:00;B;19APR2016:00:00:00;7
1510__20APR2016:00:00:00;1510;20APR2016:00:00:00;B;31MAR2017:00:00:00;7
1510__01APR2017:00:00:00;1510;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
1511__01JAN1996:00:00:00;1511;01JAN1996:00:00:00;B;07FEB2009:00:00:00;25
1511__08FEB2009:00:00:00;1511;08FEB2009:00:00:00;B;12APR2014:00:00:00;20
1511__13APR2014:00:00:00;1511;13APR2014:00:00:00;B;31MAR2017:00:00:00;7
1511__01APR2017:00:00:00;1511;01APR2017:00:00:00;B;31DEC9999:00:00:00;7
1513__01JAN1996:00:00:00;1513;01JAN1996:00:00:00;B;31MAR2017:00:00:00;25
1513__01APR2017:00:00:00;1513;01APR2017:00:00:00;B;31DEC9999:00:00:00;25
1518__01JAN1996:00:00:00;1518;01JAN1996:00:00:00;B;10FEB2011:00:00:00;40
1518__11FEB2011:00:00:00;1518;11FEB2011:00:00:00;B;31DEC9999:00:00:00;30
1519__27MAR1997:00:00:00;1519;27MAR1997:00:00:00;B;31DEC9999:00:00:00;60
1520__04JUL2006:00:00:00;1520;04JUL2006:00:00:00;B;07FEB2009:00:00:00;25
1520__08FEB2009:00:00:00;1520;08FEB2009:00:00:00;B;18JAN2010:00:00:00;20
1520__19JAN2010:00:00:00;1520;19JAN2010:00:00:00;B;10FEB2011:00:00:00;12
1520__11FEB2011:00:00:00;1520;11FEB2011:00:00:00;B;30JAN2012:00:00:00;12
1520__31JAN2012:00:00:00;1520;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
1520__01APR2017:00:00:00;1520;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
1521__01JAN1996:00:00:00;1521;01JAN1996:00:00:00;B;10FEB2011:00:00:00;20
1521__11FEB2011:00:00:00;1521;11FEB2011:00:00:00;B;30JAN2012:00:00:00;10
1521__31JAN2012:00:00:00;1521;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7
1525__01JAN1996:00:00:00;1525;01JAN1996:00:00:00;B;18JAN2010:00:00:00;40
1525__19JAN2010:00:00:00;1525;19JAN2010:00:00:00;B;10FEB2011:00:00:00;15
1525__11FEB2011:00:00:00;1525;11FEB2011:00:00:00;B;30JAN2012:00:00:00;8
1525__31JAN2012:00:00:00;1525;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7
1526__04JUL2006:00:00:00;1526;04JUL2006:00:00:00;B;07FEB2009:00:00:00;50
1526__08FEB2009:00:00:00;1526;08FEB2009:00:00:00;B;10FEB2011:00:00:00;30
1526__11FEB2011:00:00:00;1526;11FEB2011:00:00:00;B;12APR2014:00:00:00;30
1526__13APR2014:00:00:00;1526;13APR2014:00:00:00;B;13APR2018:00:00:00;25
1527__01JAN1996:00:00:00;1527;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
1533__27MAR1997:00:00:00;1533;27MAR1997:00:00:00;B;31DEC9999:00:00:00;60
1554__27MAR1997:00:00:00;1554;27MAR1997:00:00:00;B;31DEC9999:00:00:00;40
1555__27MAR1997:00:00:00;1555;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70
1571__28JAN2004:00:00:00;1571;28JAN2004:00:00:00;B;07FEB2009:00:00:00;180
1571__08FEB2009:00:00:00;1571;08FEB2009:00:00:00;B;31DEC9999:00:00:00;160
1572__28JAN2004:00:00:00;1572;28JAN2004:00:00:00;B;07FEB2009:00:00:00;220
1572__08FEB2009:00:00:00;1572;08FEB2009:00:00:00;B;31MAR2019:00:00:00;200
1573__28JAN2004:00:00:00;1573;28JAN2004:00:00:00;B;31DEC9999:00:00:00;20
1575__28JAN2004:00:00:00;1575;28JAN2004:00:00:00;B;10FEB2011:00:00:00;60
1575__11FEB2011:00:00:00;1575;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
1575__17APR2013:00:00:00;1575;17APR2013:00:00:00;B;12APR2014:00:00:00;40
1575__13APR2014:00:00:00;1575;13APR2014:00:00:00;B;31DEC9999:00:00:00;35
1576__28JAN2004:00:00:00;1576;28JAN2004:00:00:00;B;18JAN2010:00:00:00;40
1576__19JAN2010:00:00:00;1576;19JAN2010:00:00:00;B;31DEC9999:00:00:00;30
1577__11NOV2007:00:00:00;1577;11NOV2007:00:00:00;B;10FEB2011:00:00:00;50
1577__11FEB2011:00:00:00;1577;11FEB2011:00:00:00;B;30JAN2012:00:00:00;40
1577__31JAN2012:00:00:00;1577;31JAN2012:00:00:00;B;12APR2014:00:00:00;34
1577__13APR2014:00:00:00;1577;13APR2014:00:00:00;B;19APR2016:00:00:00;30
1577__20APR2016:00:00:00;1577;20APR2016:00:00:00;B;31MAR2017:00:00:00;28
1577__01APR2017:00:00:00;1577;01APR2017:00:00:00;B;13APR2018:00:00:00;27
1601__11NOV2007:00:00:00;1601;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15
1601__19JAN2010:00:00:00;1601;19JAN2010:00:00:00;B;10FEB2011:00:00:00;12
1601__11FEB2011:00:00:00;1601;11FEB2011:00:00:00;B;17JUN2011:00:00:00;10
1601__18JUN2011:00:00:00;1601;18JUN2011:00:00:00;B;19APR2016:00:00:00;10
1601__20APR2016:00:00:00;1601;20APR2016:00:00:00;B;31DEC9999:00:00:00;8
1602__11NOV2007:00:00:00;1602;11NOV2007:00:00:00;B;07FEB2009:00:00:00;20
1602__08FEB2009:00:00:00;1602;08FEB2009:00:00:00;B;26NOV2009:00:00:00;10
1602__27NOV2009:00:00:00;1602;27NOV2009:00:00:00;B;16APR2013:00:00:00;10
1602__17APR2013:00:00:00;1602;17APR2013:00:00:00;B;12APR2014:00:00:00;8
1602__13APR2014:00:00:00;1602;13APR2014:00:00:00;B;31DEC9999:00:00:00;7
1603__11NOV2007:00:00:00;1603;11NOV2007:00:00:00;B;26NOV2009:00:00:00;10
1603__27NOV2009:00:00:00;1603;27NOV2009:00:00:00;B;17JUN2011:00:00:00;10
1603__18JUN2011:00:00:00;1603;18JUN2011:00:00:00;B;16APR2013:00:00:00;10
1603__17APR2013:00:00:00;1603;17APR2013:00:00:00;B;12APR2014:00:00:00;8
1603__13APR2014:00:00:00;1603;13APR2014:00:00:00;B;31DEC9999:00:00:00;7
1607__11DEC2005:00:00:00;1607;11DEC2005:00:00:00;B;10FEB2011:00:00:00;20
1607__11FEB2011:00:00:00;1607;11FEB2011:00:00:00;B;31DEC9999:00:00:00;15
1608__11DEC2005:00:00:00;1608;11DEC2005:00:00:00;B;07FEB2009:00:00:00;15
1608__08FEB2009:00:00:00;1608;08FEB2009:00:00:00;B;18JAN2010:00:00:00;10
1608__19JAN2010:00:00:00;1608;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
1608__11FEB2011:00:00:00;1608;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
1608__01APR2017:00:00:00;1608;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
1609__11DEC2005:00:00:00;1609;11DEC2005:00:00:00;B;18JAN2010:00:00:00;20
1609__19JAN2010:00:00:00;1609;19JAN2010:00:00:00;B;10FEB2011:00:00:00;17
1609__11FEB2011:00:00:00;1609;11FEB2011:00:00:00;B;12APR2014:00:00:00;15
1609__13APR2014:00:00:00;1609;13APR2014:00:00:00;B;19APR2016:00:00:00;13
1609__20APR2016:00:00:00;1609;20APR2016:00:00:00;B;31DEC9999:00:00:00;12
1610__11DEC2005:00:00:00;1610;11DEC2005:00:00:00;B;07FEB2009:00:00:00;40
1610__08FEB2009:00:00:00;1610;08FEB2009:00:00:00;B;18JAN2010:00:00:00;35
1610__19JAN2010:00:00:00;1610;19JAN2010:00:00:00;B;10FEB2011:00:00:00;33
1610__11FEB2011:00:00:00;1610;11FEB2011:00:00:00;B;12APR2014:00:00:00;29
1610__13APR2014:00:00:00;1610;13APR2014:00:00:00;B;19APR2016:00:00:00;27
1610__20APR2016:00:00:00;1610;20APR2016:00:00:00;B;31MAR2017:00:00:00;24
1610__01APR2017:00:00:00;1610;01APR2017:00:00:00;B;13APR2018:00:00:00;23
1612__11NOV2007:00:00:00;1612;11NOV2007:00:00:00;B;30JAN2012:00:00:00;20
1612__31JAN2012:00:00:00;1612;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7
1613__11DEC2005:00:00:00;1613;11DEC2005:00:00:00;B;16APR2013:00:00:00;10
1613__17APR2013:00:00:00;1613;17APR2013:00:00:00;B;31DEC9999:00:00:00;9
1614__11DEC2005:00:00:00;1614;11DEC2005:00:00:00;B;31DEC9999:00:00:00;35
1615__11DEC2005:00:00:00;1615;11DEC2005:00:00:00;B;31DEC9999:00:00:00;70
1616__11DEC2005:00:00:00;1616;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180
1619__11DEC2005:00:00:00;1619;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180
1620__11DEC2005:00:00:00;1620;11DEC2005:00:00:00;B;31DEC9999:00:00:00;140
1621__11DEC2005:00:00:00;1621;11DEC2005:00:00:00;B;18JAN2010:00:00:00;20
1621__19JAN2010:00:00:00;1621;19JAN2010:00:00:00;B;10FEB2011:00:00:00;16
1621__11FEB2011:00:00:00;1621;11FEB2011:00:00:00;B;16APR2013:00:00:00;14
1621__17APR2013:00:00:00;1621;17APR2013:00:00:00;B;31DEC9999:00:00:00;12
1622__01JAN1996:00:00:00;1622;01JAN1996:00:00:00;B;24DEC2008:00:00:00;50
1622__25DEC2008:00:00:00;1622;25DEC2008:00:00:00;B;31DEC9999:00:00:00;70
1623__01JAN1996:00:00:00;1623;01JAN1996:00:00:00;B;25DEC2008:00:00:00;120
1624__01JAN1996:00:00:00;1624;01JAN1996:00:00:00;B;24DEC2008:00:00:00;50
1624__25DEC2008:00:00:00;1624;25DEC2008:00:00:00;B;31DEC9999:00:00:00;70
1625__01JAN1996:00:00:00;1625;01JAN1996:00:00:00;B;25DEC2008:00:00:00;80
1626__01JAN1996:00:00:00;1626;01JAN1996:00:00:00;B;24DEC2008:00:00:00;45
1626__25DEC2008:00:00:00;1626;25DEC2008:00:00:00;B;31DEC9999:00:00:00;45
1627__01JAN1996:00:00:00;1627;01JAN1996:00:00:00;B;24DEC2008:00:00:00;65
1627__25DEC2008:00:00:00;1627;25DEC2008:00:00:00;B;31DEC9999:00:00:00;65
1628__01JAN1996:00:00:00;1628;01JAN1996:00:00:00;B;24DEC2008:00:00:00;40
1628__25DEC2008:00:00:00;1628;25DEC2008:00:00:00;B;31DEC9999:00:00:00;60
1629__01JAN1996:00:00:00;1629;01JAN1996:00:00:00;B;24DEC2008:00:00:00;25
1629__25DEC2008:00:00:00;1629;25DEC2008:00:00:00;B;12APR2014:00:00:00;25
1629__13APR2014:00:00:00;1629;13APR2014:00:00:00;B;31DEC9999:00:00:00;20
1630__01JAN1996:00:00:00;1630;01JAN1996:00:00:00;B;24DEC2008:00:00:00;300
1630__25DEC2008:00:00:00;1630;25DEC2008:00:00:00;B;31DEC9999:00:00:00;350
1632__11DEC2005:00:00:00;1632;11DEC2005:00:00:00;B;31DEC9999:00:00:00;100
1633__11DEC2005:00:00:00;1633;11DEC2005:00:00:00;B;31DEC9999:00:00:00;35
1634__11DEC2005:00:00:00;1634;11DEC2005:00:00:00;B;31DEC9999:00:00:00;70
1635__11DEC2005:00:00:00;1635;11DEC2005:00:00:00;B;31DEC9999:00:00:00;50
1649__27MAR1997:00:00:00;1649;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70
1650__01JAN1996:00:00:00;1650;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
1651__01JAN1996:00:00:00;1651;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
1652__01JAN1996:00:00:00;1652;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80
1653__01JAN1996:00:00:00;1653;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
1655__01JAN1996:00:00:00;1655;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80
1656__01JAN1996:00:00:00;1656;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
1657__27MAR1997:00:00:00;1657;27MAR1997:00:00:00;B;31DEC9999:00:00:00;140
1658__01JAN1996:00:00:00;1658;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
1659__27MAR1997:00:00:00;1659;27MAR1997:00:00:00;B;07FEB2009:00:00:00;120
1659__08FEB2009:00:00:00;1659;08FEB2009:00:00:00;B;30JAN2012:00:00:00;110
1659__31JAN2012:00:00:00;1659;31JAN2012:00:00:00;B;31DEC9999:00:00:00;95
1660__01JAN1996:00:00:00;1660;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
1661__01JAN1996:00:00:00;1661;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
1662__27MAR1997:00:00:00;1662;27MAR1997:00:00:00;B;30JAN2012:00:00:00;120
1662__31JAN2012:00:00:00;1662;31JAN2012:00:00:00;B;31DEC9999:00:00:00;100
1663__27MAR1997:00:00:00;1663;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70
1664__27MAR1997:00:00:00;1664;27MAR1997:00:00:00;B;31DEC9999:00:00:00;120
1665__27MAR1997:00:00:00;1665;27MAR1997:00:00:00;B;31DEC9999:00:00:00;120
1666__27MAR1997:00:00:00;1666;27MAR1997:00:00:00;B;31DEC9999:00:00:00;190
1667__27MAR1997:00:00:00;1667;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70
1668__01JAN1996:00:00:00;1668;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
1669__01JAN1996:00:00:00;1669;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
1670__01JAN1996:00:00:00;1670;01JAN1996:00:00:00;B;31DEC9999:00:00:00;140
1671__27MAR1997:00:00:00;1671;27MAR1997:00:00:00;B;31DEC9999:00:00:00;120
1672__27MAR1997:00:00:00;1672;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70
1673__27MAR1997:00:00:00;1673;27MAR1997:00:00:00;B;31DEC9999:00:00:00;120
1674__27MAR1997:00:00:00;1674;27MAR1997:00:00:00;B;31DEC9999:00:00:00;190
1675__01JAN1996:00:00:00;1675;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
1676__01JAN1996:00:00:00;1676;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
1677__01JAN1996:00:00:00;1677;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
1678__01JAN1996:00:00:00;1678;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
1679__27MAR1997:00:00:00;1679;27MAR1997:00:00:00;B;31DEC9999:00:00:00;60
1680__01JAN1996:00:00:00;1680;01JAN1996:00:00:00;B;31DEC9999:00:00:00;35
1681__01JAN1996:00:00:00;1681;01JAN1996:00:00:00;B;25DEC2008:00:00:00;120
1682__25DEC2008:00:00:00;1682;25DEC2008:00:00:00;B;31DEC9999:00:00:00;120
4075__05APR1996:00:00:00;4075;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4076__05APR1996:00:00:00;4076;05APR1996:00:00:00;B;31DEC9999:00:00:00;400
4077__05APR1996:00:00:00;4077;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
4080__05APR1996:00:00:00;4080;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4081__05APR1996:00:00:00;4081;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4082__05APR1996:00:00:00;4082;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4083__05APR1996:00:00:00;4083;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4084__15MAR2011:00:00:00;4084;15MAR2011:00:00:00;B;16JAN2019:00:00:00;500
4085__13JUL2017:00:00:00;4085;13JUL2017:00:00:00;B;31DEC9999:00:00:00;260
4086__13JUL2017:00:00:00;4086;13JUL2017:00:00:00;B;31DEC9999:00:00:00;260
4095__05APR1996:00:00:00;4095;05APR1996:00:00:00;B;31DEC9999:00:00:00;1500
4096__05APR1996:00:00:00;4096;05APR1996:00:00:00;B;31DEC9999:00:00:00;1500
4097__05APR1996:00:00:00;4097;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4101__30JUL1997:00:00:00;4101;30JUL1997:00:00:00;B;31DEC9999:00:00:00;150
4102__30JUL1997:00:00:00;4102;30JUL1997:00:00:00;B;31DEC9999:00:00:00;250
4103__13JUL2017:00:00:00;4103;13JUL2017:00:00:00;B;31DEC9999:00:00:00;150
4104__13JUL2017:00:00:00;4104;13JUL2017:00:00:00;B;31DEC9999:00:00:00;75
4117__31JAN2005:00:00:00;4117;31JAN2005:00:00:00;B;31DEC9999:00:00:00;120
4118__31JAN2005:00:00:00;4118;31JAN2005:00:00:00;B;01FEB2019:00:00:00;180
4119__31JAN2005:00:00:00;4119;31JAN2005:00:00:00;B;13APR2018:00:00:00;220
4120__30MAR1997:00:00:00;4120;30MAR1997:00:00:00;B;31JAN2019:00:00:00;150
4122__04JUL2006:00:00:00;4122;04JUL2006:00:00:00;B;31MAR2017:00:00:00;220
4122__01APR2017:00:00:00;4122;01APR2017:00:00:00;B;13APR2018:00:00:00;200
4123__04JUL2006:00:00:00;4123;04JUL2006:00:00:00;B;13APR2018:00:00:00;180
4124__04JUL2006:00:00:00;4124;04JUL2006:00:00:00;B;31MAR2017:00:00:00;220
4124__01APR2017:00:00:00;4124;01APR2017:00:00:00;B;13APR2018:00:00:00;200
4125__04JUL2006:00:00:00;4125;04JUL2006:00:00:00;B;31JAN2019:00:00:00;350
4126__14MAR2001:00:00:00;4126;14MAR2001:00:00:00;B;01FEB2019:00:00:00;200
4127__01APR2004:00:00:00;4127;01APR2004:00:00:00;B;07FEB2009:00:00:00;180
4127__08FEB2009:00:00:00;4127;08FEB2009:00:00:00;B;18OCT2009:00:00:00;140
4127__19OCT2009:00:00:00;4127;19OCT2009:00:00:00;B;31MAR2017:00:00:00;140
4127__01APR2017:00:00:00;4127;01APR2017:00:00:00;B;13APR2018:00:00:00;120
4128__25DEC2008:00:00:00;4128;25DEC2008:00:00:00;B;31DEC9999:00:00:00;240
4201__12OCT1997:00:00:00;4201;12OCT1997:00:00:00;B;31DEC9999:00:00:00;100
4202__01JAN1996:00:00:00;4202;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
4203__01JAN1996:00:00:00;4203;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100
4204__01JAN1996:00:00:00;4204;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4205__12OCT1997:00:00:00;4205;12OCT1997:00:00:00;B;31DEC9999:00:00:00;20
4206__12OCT1997:00:00:00;4206;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
4207__01JAN1996:00:00:00;4207;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4208__01JAN1996:00:00:00;4208;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4209__01JAN1996:00:00:00;4209;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
4210__01JAN1996:00:00:00;4210;01JAN1996:00:00:00;B;04SEP2014:00:00:00;200
4211__01JAN1996:00:00:00;4211;01JAN1996:00:00:00;B;04SEP2014:00:00:00;150
4212__01JAN1996:00:00:00;4212;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4213__01JAN1996:00:00:00;4213;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4214__01JAN1996:00:00:00;4214;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4215__01JAN1996:00:00:00;4215;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250
4216__01JAN1996:00:00:00;4216;01JAN1996:00:00:00;B;31DEC9999:00:00:00;500
4217__01JAN1996:00:00:00;4217;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250
4218__01JAN1996:00:00:00;4218;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4219__01JAN1996:00:00:00;4219;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150
4220__01JAN1996:00:00:00;4220;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250
4221__01JAN1996:00:00:00;4221;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
4222__01JAN1996:00:00:00;4222;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40
4223__01JAN1996:00:00:00;4223;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200
4224__05AUG1997:00:00:00;4224;05AUG1997:00:00:00;B;01FEB2019:00:00:00;200
4225__01JAN1996:00:00:00;4225;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40
4226__12AUG1997:00:00:00;4226;12AUG1997:00:00:00;B;01FEB2019:00:00:00;100
