BTF_PRS_IDE__BTF_HIS_DTD;BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
7415__19JAN2010:00:00:00;7415;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90
7420__28JAN2004:00:00:00;7420;28JAN2004:00:00:00;B;07FEB2009:00:00:00;110
7420__08FEB2009:00:00:00;7420;08FEB2009:00:00:00;B;13APR2018:00:00:00;100
7422__28JAN2004:00:00:00;7422;28JAN2004:00:00:00;B;31DEC9999:00:00:00;70
7423__28JAN2004:00:00:00;7423;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100
7423__19JAN2010:00:00:00;7423;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90
7890__28JAN2004:00:00:00;7890;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120
8000__30APR2007:00:00:00;8000;30APR2007:00:00:00;B;12JUL2017:00:00:00;180
8000__13JUL2017:00:00:00;8000;13JUL2017:00:00:00;B;31DEC9999:00:00:00;180
9001__14MAR2001:00:00:00;9001;14MAR2001:00:00:00;B;07FEB2009:00:00:00;20
9001__08FEB2009:00:00:00;9001;08FEB2009:00:00:00;B;12APR2014:00:00:00;25
9001__13APR2014:00:00:00;9001;13APR2014:00:00:00;B;31DEC9999:00:00:00;26
9004__14MAR2001:00:00:00;9004;14MAR2001:00:00:00;B;07FEB2009:00:00:00;20
9004__08FEB2009:00:00:00;9004;08FEB2009:00:00:00;B;12APR2014:00:00:00;25
9004__13APR2014:00:00:00;9004;13APR2014:00:00:00;B;31DEC9999:00:00:00;26
9005__08FEB2009:00:00:00;9005;08FEB2009:00:00:00;B;18JAN2010:00:00:00;3
9005__19JAN2010:00:00:00;9005;19JAN2010:00:00:00;B;10FEB2011:00:00:00;7
9005__11FEB2011:00:00:00;9005;11FEB2011:00:00:00;B;30JAN2012:00:00:00;12
9005__31JAN2012:00:00:00;9005;31JAN2012:00:00:00;B;16APR2013:00:00:00;13
9005__17APR2013:00:00:00;9005;17APR2013:00:00:00;B;09JUL2013:00:00:00;14
9005__10JUL2013:00:00:00;9005;10JUL2013:00:00:00;B;12APR2014:00:00:00;14
9005__13APR2014:00:00:00;9005;13APR2014:00:00:00;B;19APR2016:00:00:00;15
9005__20APR2016:00:00:00;9005;20APR2016:00:00:00;B;31MAR2019:00:00:00;16
9105__11NOV2007:00:00:00;9105;11NOV2007:00:00:00;B;13APR2018:00:00:00;5
9106__03AUG2002:00:00:00;9106;03AUG2002:00:00:00;B;31MAR2017:00:00:00;5
9106__01APR2017:00:00:00;9106;01APR2017:00:00:00;B;13APR2018:00:00:00;8
9107__03AUG2002:00:00:00;9107;03AUG2002:00:00:00;B;10FEB2011:00:00:00;5
9107__11FEB2011:00:00:00;9107;11FEB2011:00:00:00;B;12APR2014:00:00:00;7
9107__13APR2014:00:00:00;9107;13APR2014:00:00:00;B;31DEC9999:00:00:00;8
9905__10AUG1997:00:00:00;9905;10AUG1997:00:00:00;B;18JAN2010:00:00:00;5
9905__19JAN2010:00:00:00;9905;19JAN2010:00:00:00;B;31DEC9999:00:00:00;5
9910__10AUG1997:00:00:00;9910;10AUG1997:00:00:00;B;18JAN2010:00:00:00;10
9910__19JAN2010:00:00:00;9910;19JAN2010:00:00:00;B;31DEC9999:00:00:00;10
9914__01APR2017:00:00:00;9914;01APR2017:00:00:00;B;31DEC9999:00:00:00;14
9915__10AUG1997:00:00:00;9915;10AUG1997:00:00:00;B;18JAN2010:00:00:00;15
9915__19JAN2010:00:00:00;9915;19JAN2010:00:00:00;B;31DEC9999:00:00:00;15
9916__19JAN2010:00:00:00;9916;19JAN2010:00:00:00;B;31DEC9999:00:00:00;1
9917__19JAN2010:00:00:00;9917;19JAN2010:00:00:00;B;31DEC9999:00:00:00;2
9918__19JAN2010:00:00:00;9918;19JAN2010:00:00:00;B;31DEC9999:00:00:00;3
9919__19JAN2010:00:00:00;9919;19JAN2010:00:00:00;B;31DEC9999:00:00:00;4
9920__19JAN2010:00:00:00;9920;19JAN2010:00:00:00;B;31DEC9999:00:00:00;6
9921__19JAN2010:00:00:00;9921;19JAN2010:00:00:00;B;31DEC9999:00:00:00;7
9922__19JAN2010:00:00:00;9922;19JAN2010:00:00:00;B;31DEC9999:00:00:00;8
9923__19JAN2010:00:00:00;9923;19JAN2010:00:00:00;B;31DEC9999:00:00:00;9
9924__19JAN2010:00:00:00;9924;19JAN2010:00:00:00;B;31DEC9999:00:00:00;11
9925__19JAN2010:00:00:00;9925;19JAN2010:00:00:00;B;31DEC9999:00:00:00;12
9926__19JAN2010:00:00:00;9926;19JAN2010:00:00:00;B;31DEC9999:00:00:00;13
1829__25DEC2008:00:00:00;1829;25DEC2008:00:00:00;B;31DEC9999:00:00:00;60
1830__25DEC2008:00:00:00;1830;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40
1831__25DEC2008:00:00:00;1831;25DEC2008:00:00:00;B;31DEC9999:00:00:00;40
2000__11NOV2007:00:00:00;2000;11NOV2007:00:00:00;B;18JAN2010:00:00:00;30
2000__19JAN2010:00:00:00;2000;19JAN2010:00:00:00;B;10FEB2011:00:00:00;25
2000__11FEB2011:00:00:00;2000;11FEB2011:00:00:00;B;30JAN2012:00:00:00;20
2000__31JAN2012:00:00:00;2000;31JAN2012:00:00:00;B;12APR2014:00:00:00;15
2000__13APR2014:00:00:00;2000;13APR2014:00:00:00;B;13JUL2017:00:00:00;14
2001__11DEC2005:00:00:00;2001;11DEC2005:00:00:00;B;26NOV2009:00:00:00;30
2001__27NOV2009:00:00:00;2001;27NOV2009:00:00:00;B;18JAN2010:00:00:00;30
2001__19JAN2010:00:00:00;2001;19JAN2010:00:00:00;B;10FEB2011:00:00:00;25
2001__11FEB2011:00:00:00;2001;11FEB2011:00:00:00;B;31MAR2017:00:00:00;20
2001__01APR2017:00:00:00;2001;01APR2017:00:00:00;B;31DEC9999:00:00:00;18
2002__13JUL2017:00:00:00;2002;13JUL2017:00:00:00;B;31JAN2019:00:00:00;17
2003__25DEC2008:00:00:00;2003;25DEC2008:00:00:00;B;31DEC9999:00:00:00;30
2004__11DEC2005:00:00:00;2004;11DEC2005:00:00:00;B;18SEP2019:00:00:00;4
2005__11DEC2005:00:00:00;2005;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10
2005__19JAN2010:00:00:00;2005;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
2005__11FEB2011:00:00:00;2005;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
2005__01APR2017:00:00:00;2005;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
2006__11DEC2005:00:00:00;2006;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10
2006__19JAN2010:00:00:00;2006;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
2006__11FEB2011:00:00:00;2006;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
2006__01APR2017:00:00:00;2006;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
2007__11DEC2005:00:00:00;2007;11DEC2005:00:00:00;B;18SEP2019:00:00:00;4
2008__30APR2007:00:00:00;2008;30APR2007:00:00:00;B;31DEC9999:00:00:00;30
2009__11DEC2005:00:00:00;2009;11DEC2005:00:00:00;B;31DEC9999:00:00:00;40
2010__11DEC2005:00:00:00;2010;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30
2011__11DEC2005:00:00:00;2011;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30
2012__11DEC2005:00:00:00;2012;11DEC2005:00:00:00;B;13APR2018:00:00:00;15
2013__11DEC2005:00:00:00;2013;11DEC2005:00:00:00;B;31DEC9999:00:00:00;65
2108__12JUL1999:00:00:00;2108;12JUL1999:00:00:00;B;16APR2013:00:00:00;10
2108__17APR2013:00:00:00;2108;17APR2013:00:00:00;B;31DEC9999:00:00:00;7
2109__30APR2007:00:00:00;2109;30APR2007:00:00:00;B;31DEC9999:00:00:00;70
2258__28JAN2004:00:00:00;2258;28JAN2004:00:00:00;B;18JAN2010:00:00:00;10
2258__19JAN2010:00:00:00;2258;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
2258__11FEB2011:00:00:00;2258;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
2258__01APR2017:00:00:00;2258;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
3246__11DEC2005:00:00:00;3246;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3247__11DEC2005:00:00:00;3247;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3248__11DEC2005:00:00:00;3248;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3249__11DEC2005:00:00:00;3249;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180
3252__11DEC2005:00:00:00;3252;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3253__04SEP2014:00:00:00;3253;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135
3254__04SEP2014:00:00:00;3254;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135
3255__04SEP2014:00:00:00;3255;04SEP2014:00:00:00;B;31DEC9999:00:00:00;135
3307__11DEC2005:00:00:00;3307;11DEC2005:00:00:00;B;04NOV2011:00:00:00;90
3308__11DEC2005:00:00:00;3308;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3309__11DEC2005:00:00:00;3309;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3310__11DEC2005:00:00:00;3310;11DEC2005:00:00:00;B;31DEC9999:00:00:00;45
3311__11DEC2005:00:00:00;3311;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3313__11DEC2005:00:00:00;3313;11DEC2005:00:00:00;B;31DEC9999:00:00:00;45
3318__11DEC2005:00:00:00;3318;11DEC2005:00:00:00;B;31DEC9999:00:00:00;90
3337__11DEC2005:00:00:00;3337;11DEC2005:00:00:00;B;31DEC9999:00:00:00;180
3706__12OCT1997:00:00:00;3706;12OCT1997:00:00:00;B;04SEP2014:00:00:00;30
3707__12OCT1997:00:00:00;3707;12OCT1997:00:00:00;B;04SEP2014:00:00:00;105
3708__12OCT1997:00:00:00;3708;12OCT1997:00:00:00;B;04SEP2014:00:00:00;105
3713__01JAN1996:00:00:00;3713;01JAN1996:00:00:00;B;10FEB2011:00:00:00;180
3713__11FEB2011:00:00:00;3713;11FEB2011:00:00:00;B;12APR2014:00:00:00;135
3713__13APR2014:00:00:00;3713;13APR2014:00:00:00;B;13APR2018:00:00:00;127
3714__01JAN1996:00:00:00;3714;01JAN1996:00:00:00;B;01FEB2019:00:00:00;105
3729__01JAN1996:00:00:00;3729;01JAN1996:00:00:00;B;31DEC9999:00:00:00;45
3730__01JAN1996:00:00:00;3730;01JAN1996:00:00:00;B;10FEB2011:00:00:00;105
3730__11FEB2011:00:00:00;3730;11FEB2011:00:00:00;B;31DEC9999:00:00:00;90
3731__01JAN1996:00:00:00;3731;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
3732__01JAN1996:00:00:00;3732;01JAN1996:00:00:00;B;31DEC9999:00:00:00;45
3733__01JAN1996:00:00:00;3733;01JAN1996:00:00:00;B;31DEC9999:00:00:00;105
3734__01JAN1996:00:00:00;3734;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
3744__12OCT1997:00:00:00;3744;12OCT1997:00:00:00;B;07FEB2009:00:00:00;105
3744__08FEB2009:00:00:00;3744;08FEB2009:00:00:00;B;30JAN2012:00:00:00;90
3744__31JAN2012:00:00:00;3744;31JAN2012:00:00:00;B;01FEB2019:00:00:00;75
3745__12OCT1997:00:00:00;3745;12OCT1997:00:00:00;B;01FEB2019:00:00:00;60
3746__08JUN2000:00:00:00;3746;08JUN2000:00:00:00;B;07FEB2009:00:00:00;105
3746__08FEB2009:00:00:00;3746;08FEB2009:00:00:00;B;30JAN2012:00:00:00;90
3746__31JAN2012:00:00:00;3746;31JAN2012:00:00:00;B;01FEB2019:00:00:00;75
3747__12OCT1997:00:00:00;3747;12OCT1997:00:00:00;B;01FEB2019:00:00:00;60
3760__01JAN1996:00:00:00;3760;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30
3761__01JAN1996:00:00:00;3761;01JAN1996:00:00:00;B;31DEC9999:00:00:00;45
3773__30MAR1997:00:00:00;3773;30MAR1997:00:00:00;B;31MAR2017:00:00:00;60
3773__01APR2017:00:00:00;3773;01APR2017:00:00:00;B;31DEC9999:00:00:00;57
3777__05AUG1997:00:00:00;3777;05AUG1997:00:00:00;B;07FEB2009:00:00:00;180
3777__08FEB2009:00:00:00;3777;08FEB2009:00:00:00;B;01FEB2019:00:00:00;150
3778__12AUG1997:00:00:00;3778;12AUG1997:00:00:00;B;01FEB2019:00:00:00;105
3779__12OCT1997:00:00:00;3779;12OCT1997:00:00:00;B;01FEB2019:00:00:00;20
3780__12OCT1997:00:00:00;3780;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40
3781__12OCT1997:00:00:00;3781;12OCT1997:00:00:00;B;31DEC9999:00:00:00;30
3783__01DEC1998:00:00:00;3783;01DEC1998:00:00:00;B;10FEB2011:00:00:00;70
3783__11FEB2011:00:00:00;3783;11FEB2011:00:00:00;B;31DEC9999:00:00:00;50
3784__12OCT1997:00:00:00;3784;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
3784__11FEB2011:00:00:00;3784;11FEB2011:00:00:00;B;16APR2013:00:00:00;60
3784__17APR2013:00:00:00;3784;17APR2013:00:00:00;B;13APR2018:00:00:00;55
3785__12OCT1997:00:00:00;3785;12OCT1997:00:00:00;B;07FEB2009:00:00:00;100
3785__08FEB2009:00:00:00;3785;08FEB2009:00:00:00;B;10FEB2011:00:00:00;70
3785__11FEB2011:00:00:00;3785;11FEB2011:00:00:00;B;16APR2013:00:00:00;60
3785__17APR2013:00:00:00;3785;17APR2013:00:00:00;B;13APR2018:00:00:00;55
3786__12OCT1997:00:00:00;3786;12OCT1997:00:00:00;B;18SEP2019:00:00:00;20
3787__12OCT1997:00:00:00;3787;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
4001__05APR1996:00:00:00;4001;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4002__05APR1996:00:00:00;4002;05APR1996:00:00:00;B;31DEC9999:00:00:00;120
4003__05APR1996:00:00:00;4003;05APR1996:00:00:00;B;31DEC9999:00:00:00;650
4004__11NOV2007:00:00:00;4004;11NOV2007:00:00:00;B;07FEB2009:00:00:00;130
4004__08FEB2009:00:00:00;4004;08FEB2009:00:00:00;B;26NOV2009:00:00:00;125
4004__27NOV2009:00:00:00;4004;27NOV2009:00:00:00;B;19APR2016:00:00:00;125
4004__20APR2016:00:00:00;4004;20APR2016:00:00:00;B;31MAR2017:00:00:00;124
4004__01APR2017:00:00:00;4004;01APR2017:00:00:00;B;13APR2018:00:00:00;120
4005__27NOV2009:00:00:00;4005;27NOV2009:00:00:00;B;19APR2016:00:00:00;155
4005__20APR2016:00:00:00;4005;20APR2016:00:00:00;B;31MAR2017:00:00:00;152
4005__01APR2017:00:00:00;4005;01APR2017:00:00:00;B;13APR2018:00:00:00;150
4006__27NOV2009:00:00:00;4006;27NOV2009:00:00:00;B;19APR2016:00:00:00;185
4006__20APR2016:00:00:00;4006;20APR2016:00:00:00;B;31MAR2017:00:00:00;178
4006__01APR2017:00:00:00;4006;01APR2017:00:00:00;B;13APR2018:00:00:00;170
4010__05APR1996:00:00:00;4010;05APR1996:00:00:00;B;31DEC9999:00:00:00;1000
4011__05APR1996:00:00:00;4011;05APR1996:00:00:00;B;31DEC9999:00:00:00;100
4012__05APR1996:00:00:00;4012;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4013__05APR1996:00:00:00;4013;05APR1996:00:00:00;B;31DEC9999:00:00:00;1200
4020__05APR1996:00:00:00;4020;05APR1996:00:00:00;B;31DEC9999:00:00:00;100
4021__05APR1996:00:00:00;4021;05APR1996:00:00:00;B;31DEC9999:00:00:00;150
4022__05APR1996:00:00:00;4022;05APR1996:00:00:00;B;31DEC9999:00:00:00;100
4023__05APR1996:00:00:00;4023;05APR1996:00:00:00;B;31DEC9999:00:00:00;250
4024__05APR1996:00:00:00;4024;05APR1996:00:00:00;B;31DEC9999:00:00:00;200
4025__05APR1996:00:00:00;4025;05APR1996:00:00:00;B;31DEC9999:00:00:00;150
4026__05APR1996:00:00:00;4026;05APR1996:00:00:00;B;31DEC9999:00:00:00;1000
4027__05APR1996:00:00:00;4027;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4028__05APR1996:00:00:00;4028;05APR1996:00:00:00;B;31DEC9999:00:00:00;1200
4030__05APR1996:00:00:00;4030;05APR1996:00:00:00;B;31DEC9999:00:00:00;1250
4031__05APR1996:00:00:00;4031;05APR1996:00:00:00;B;31DEC9999:00:00:00;1000
4033__05APR1996:00:00:00;4033;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4034__05APR1996:00:00:00;4034;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4040__05APR1996:00:00:00;4040;05APR1996:00:00:00;B;31DEC9999:00:00:00;200
4041__05APR1996:00:00:00;4041;05APR1996:00:00:00;B;31DEC9999:00:00:00;400
4042__05APR1996:00:00:00;4042;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4044__05APR1996:00:00:00;4044;05APR1996:00:00:00;B;31DEC9999:00:00:00;400
4045__05APR1996:00:00:00;4045;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
4046__05APR1996:00:00:00;4046;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4050__05APR1996:00:00:00;4050;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4051__05APR1996:00:00:00;4051;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4052__05APR1996:00:00:00;4052;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4053__05APR1996:00:00:00;4053;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4054__05APR1996:00:00:00;4054;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
4055__05APR1996:00:00:00;4055;05APR1996:00:00:00;B;31DEC9999:00:00:00;400
4056__05APR1996:00:00:00;4056;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
4057__05APR1996:00:00:00;4057;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4058__05APR1996:00:00:00;4058;05APR1996:00:00:00;B;31DEC9999:00:00:00;500
4059__05APR1996:00:00:00;4059;05APR1996:00:00:00;B;31DEC9999:00:00:00;700
4060__05APR1996:00:00:00;4060;05APR1996:00:00:00;B;01FEB2019:00:00:00;300
4061__05APR1996:00:00:00;4061;05APR1996:00:00:00;B;01FEB2019:00:00:00;300
4062__05APR1996:00:00:00;4062;05APR1996:00:00:00;B;01FEB2019:00:00:00;500
4063__05APR1996:00:00:00;4063;05APR1996:00:00:00;B;31JAN2019:00:00:00;600
4064__05APR1996:00:00:00;4064;05APR1996:00:00:00;B;31DEC9999:00:00:00;150
4065__05APR1996:00:00:00;4065;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
4066__05APR1996:00:00:00;4066;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
4067__05APR1996:00:00:00;4067;05APR1996:00:00:00;B;31DEC9999:00:00:00;150
4068__05APR1996:00:00:00;4068;05APR1996:00:00:00;B;31DEC9999:00:00:00;150
4069__05APR1996:00:00:00;4069;05APR1996:00:00:00;B;31DEC9999:00:00:00;450
4070__05APR1996:00:00:00;4070;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
286__30JUL1997:00:00:00;286;30JUL1997:00:00:00;B;08MAY2019:00:00:00;95
287__30JUL1997:00:00:00;287;30JUL1997:00:00:00;B;09MAY2019:00:00:00;60
288__30JUL1997:00:00:00;288;30JUL1997:00:00:00;B;09MAY2019:00:00:00;145
289__30JUL1997:00:00:00;289;30JUL1997:00:00:00;B;09MAY2019:00:00:00;50
290__30JUL1997:00:00:00;290;30JUL1997:00:00:00;B;08MAY2019:00:00:00;60
316__28JAN2004:00:00:00;316;28JAN2004:00:00:00;B;07FEB2009:00:00:00;40
316__08FEB2009:00:00:00;316;08FEB2009:00:00:00;B;31DEC9999:00:00:00;30
320__11NOV2007:00:00:00;320;11NOV2007:00:00:00;B;26NOV2009:00:00:00;65
320__27NOV2009:00:00:00;320;27NOV2009:00:00:00;B;12APR2014:00:00:00;65
320__13APR2014:00:00:00;320;13APR2014:00:00:00;B;31MAR2017:00:00:00;63
320__01APR2017:00:00:00;320;01APR2017:00:00:00;B;31MAR2019:00:00:00;60
321__28JAN2004:00:00:00;321;28JAN2004:00:00:00;B;31DEC9999:00:00:00;35
322__11NOV2007:00:00:00;322;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
322__11FEB2011:00:00:00;322;11FEB2011:00:00:00;B;12APR2014:00:00:00;55
322__13APR2014:00:00:00;322;13APR2014:00:00:00;B;31MAR2017:00:00:00;52
322__01APR2017:00:00:00;322;01APR2017:00:00:00;B;01FEB2019:00:00:00;50
323__12OCT1997:00:00:00;323;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
323__11FEB2011:00:00:00;323;11FEB2011:00:00:00;B;12APR2014:00:00:00;60
323__13APR2014:00:00:00;323;13APR2014:00:00:00;B;31MAR2017:00:00:00;55
323__01APR2017:00:00:00;323;01APR2017:00:00:00;B;01FEB2019:00:00:00;50
324__28JAN2004:00:00:00;324;28JAN2004:00:00:00;B;31MAR2019:00:00:00;35
325__30MAR1997:00:00:00;325;30MAR1997:00:00:00;B;31MAR2017:00:00:00;70
325__01APR2017:00:00:00;325;01APR2017:00:00:00;B;31DEC9999:00:00:00;65
327__05AUG1997:00:00:00;327;05AUG1997:00:00:00;B;31MAR2017:00:00:00;70
327__01APR2017:00:00:00;327;01APR2017:00:00:00;B;31DEC9999:00:00:00;65
328__01JAN1996:00:00:00;328;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
330__11NOV2007:00:00:00;330;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
330__11FEB2011:00:00:00;330;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
330__17APR2013:00:00:00;330;17APR2013:00:00:00;B;19APR2016:00:00:00;51
330__20APR2016:00:00:00;330;20APR2016:00:00:00;B;13APR2018:00:00:00;50
332__01JAN1996:00:00:00;332;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70
332__19JAN2010:00:00:00;332;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60
332__11FEB2011:00:00:00;332;11FEB2011:00:00:00;B;31DEC9999:00:00:00;55
333__01JAN1996:00:00:00;333;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70
333__19JAN2010:00:00:00;333;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60
333__11FEB2011:00:00:00;333;11FEB2011:00:00:00;B;31DEC9999:00:00:00;55
334__11NOV2007:00:00:00;334;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
334__11FEB2011:00:00:00;334;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
334__17APR2013:00:00:00;334;17APR2013:00:00:00;B;19APR2016:00:00:00;51
334__20APR2016:00:00:00;334;20APR2016:00:00:00;B;31MAR2019:00:00:00;50
335__27MAR1997:00:00:00;335;27MAR1997:00:00:00;B;18JAN2010:00:00:00;70
335__19JAN2010:00:00:00;335;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60
335__11FEB2011:00:00:00;335;11FEB2011:00:00:00;B;31DEC9999:00:00:00;50
340__01JAN1996:00:00:00;340;01JAN1996:00:00:00;B;07FEB2009:00:00:00;70
340__08FEB2009:00:00:00;340;08FEB2009:00:00:00;B;31DEC9999:00:00:00;65
343__11NOV2007:00:00:00;343;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
343__11FEB2011:00:00:00;343;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
343__17APR2013:00:00:00;343;17APR2013:00:00:00;B;19APR2016:00:00:00;51
343__20APR2016:00:00:00;343;20APR2016:00:00:00;B;31MAR2019:00:00:00;50
350__12OCT1997:00:00:00;350;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
350__11FEB2011:00:00:00;350;11FEB2011:00:00:00;B;31JAN2019:00:00:00;60
351__12OCT1997:00:00:00;351;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
351__11FEB2011:00:00:00;351;11FEB2011:00:00:00;B;12APR2014:00:00:00;60
351__13APR2014:00:00:00;351;13APR2014:00:00:00;B;31MAR2017:00:00:00;55
351__01APR2017:00:00:00;351;01APR2017:00:00:00;B;01FEB2019:00:00:00;50
352__12OCT1997:00:00:00;352;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
352__11FEB2011:00:00:00;352;11FEB2011:00:00:00;B;01FEB2019:00:00:00;60
353__12OCT1997:00:00:00;353;12OCT1997:00:00:00;B;13APR2018:00:00:00;70
354__12OCT1997:00:00:00;354;12OCT1997:00:00:00;B;13APR2018:00:00:00;70
357__11NOV2007:00:00:00;357;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
357__11FEB2011:00:00:00;357;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
357__17APR2013:00:00:00;357;17APR2013:00:00:00;B;12APR2014:00:00:00;55
357__13APR2014:00:00:00;357;13APR2014:00:00:00;B;13APR2018:00:00:00;51
358__28JAN2004:00:00:00;358;28JAN2004:00:00:00;B;18JAN2010:00:00:00;80
358__19JAN2010:00:00:00;358;19JAN2010:00:00:00;B;31DEC9999:00:00:00;70
364__28JAN2004:00:00:00;364;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120
388__30NOV2003:00:00:00;388;30NOV2003:00:00:00;B;07FEB2009:00:00:00;70
388__08FEB2009:00:00:00;388;08FEB2009:00:00:00;B;10FEB2011:00:00:00;60
388__11FEB2011:00:00:00;388;11FEB2011:00:00:00;B;14MAR2011:00:00:00;55
388__15MAR2011:00:00:00;388;15MAR2011:00:00:00;B;30JAN2012:00:00:00;55
388__31JAN2012:00:00:00;388;31JAN2012:00:00:00;B;12APR2014:00:00:00;54
388__13APR2014:00:00:00;388;13APR2014:00:00:00;B;19APR2016:00:00:00;52
388__20APR2016:00:00:00;388;20APR2016:00:00:00;B;31MAR2017:00:00:00;51
388__01APR2017:00:00:00;388;01APR2017:00:00:00;B;31MAR2019:00:00:00;50
389__30NOV2003:00:00:00;389;30NOV2003:00:00:00;B;10FEB2011:00:00:00;180
389__11FEB2011:00:00:00;389;11FEB2011:00:00:00;B;14MAR2011:00:00:00;160
389__15MAR2011:00:00:00;389;15MAR2011:00:00:00;B;13APR2018:00:00:00;160
390__30NOV2003:00:00:00;390;30NOV2003:00:00:00;B;10FEB2011:00:00:00;270
390__11FEB2011:00:00:00;390;11FEB2011:00:00:00;B;14MAR2011:00:00:00;240
390__15MAR2011:00:00:00;390;15MAR2011:00:00:00;B;13APR2018:00:00:00;240
392__01JAN1996:00:00:00;392;01JAN1996:00:00:00;B;10FEB2011:00:00:00;70
392__11FEB2011:00:00:00;392;11FEB2011:00:00:00;B;14MAR2011:00:00:00;55
392__15MAR2011:00:00:00;392;15MAR2011:00:00:00;B;31DEC9999:00:00:00;55
407__11DEC2005:00:00:00;407;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30
412__11DEC2005:00:00:00;412;11DEC2005:00:00:00;B;07FEB2009:00:00:00;60
412__08FEB2009:00:00:00;412;08FEB2009:00:00:00;B;13APR2018:00:00:00;40
413__11DEC2005:00:00:00;413;11DEC2005:00:00:00;B;31DEC9999:00:00:00;20
455__28JAN2004:00:00:00;455;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60
461__28JAN2004:00:00:00;461;28JAN2004:00:00:00;B;31DEC9999:00:00:00;70
462__11NOV2007:00:00:00;462;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
